phase,regime,cell_id,method,gamma,theta,delta,landmark_interval,censoring_target,n,entry_sd,successful_replicates,bias,empirical_se,mean_estimated_se,se_ratio,coverage,coverage_mcse,power,power_mcse,mean_rows,mean_events,mean_subjects,mean_entry_x_correlation,mean_observed_censoring,mean_preentry_fraction_lm1,mean_preentry_fraction_lm2,mean_preentry_fraction_lm3,failed_replicates
focused,B,8,delayed,-1,0,0,4,0.3,750,4,1000,0.00295470320441887,0.120558097496711,0.12002907037542,0.99561184912274,0.947,0.00708456067798138,0.929,0.00812151463706124,1757.816,148.423,649.493,-0.249206417760202,0.302609333333333,0.130779791872272,0.0188893436238839,0.00115022724480046,0
focused,B,8,naive,-1,0,0,4,0.3,750,4,1000,0.00826822930852642,0.120339929348043,0.119814582074587,0.995634472478894,0.947,0.00708456067798138,0.937,0.00768316341099159,1757.926,148.423,649.493,-0.249206417760202,0.302609333333333,0.130779791872272,0.0188893436238839,0.00115022724480046,0
focused,B,8,strict,-1,0,0,4,0.3,750,4,1000,0.00276528913755991,0.121800931523322,0.121737504336747,0.999479255324385,0.944,0.00727076337120113,0.927,0.00822623850857729,1661.337,142.45,643.337,-0.249206417760202,0.302609333333333,0.130779791872272,0.0188893436238839,0.00115022724480046,0
focused,B,9,delayed,-1,0,0,4,0.3,750,10,1000,0.00186481074834475,0.130914589687098,0.12826990462264,0.979798393205991,0.947,0.00708456067798138,0.874,0.010493998284734,1669.256,131.151,623.579,-0.123146037571921,0.304453333333333,0.338737568504448,0.210598896269581,0.113106320527916,0
focused,B,9,naive,-1,0,0,4,0.3,750,10,1000,0.0212922495070616,0.130587172967041,0.127994820233547,0.980148488748221,0.95,0.00689202437604511,0.9,0.00948683298050514,1719.411,131.151,623.579,-0.123146037571921,0.304453333333333,0.338737568504448,0.210598896269581,0.113106320527916,0
focused,B,9,strict,-1,0,0,4,0.3,750,10,1000,0.00239377999838455,0.137991015892108,0.13444123120728,0.974275247834951,0.947,0.00708456067798138,0.847,0.0113838042850358,1328.295,113.522,555.806,-0.123146037571921,0.304453333333333,0.338737568504448,0.210598896269581,0.113106320527916,0
focused,A,10,delayed,0,0,0,4,0.3,750,0.25,1000,0.0030566211078839,0.119443282851972,0.118832021979956,0.994882417349721,0.948,0.00702111102319284,0.928,0.00817410545564467,1764.788,151.297,653.602,-0.00150975912598191,0.299138666666667,0,0,0,0
focused,A,10,naive,0,0,0,4,0.3,750,0.25,1000,0.0030566211078839,0.119443282851972,0.118832021979956,0.994882417349721,0.948,0.00702111102319284,0.928,0.00817410545564467,1764.788,151.297,653.602,-0.00150975912598191,0.299138666666667,0,0,0,0
focused,A,10,strict,0,0,0,4,0.3,750,0.25,1000,0.0030566211078839,0.119443282851972,0.118832021979956,0.994882417349721,0.948,0.00702111102319284,0.928,0.00817410545564467,1764.788,151.297,653.602,-0.00150975912598191,0.299138666666667,0,0,0,0
focused,A,11,delayed,0,0,0,4,0.3,750,4,1000,0.00377627948594663,0.122674672762422,0.119483100452667,0.973983445499495,0.938,0.00762600813007697,0.92,0.00857904423581089,1759.982,149.071,649.836,-0.0149724921208938,0.300692,0.113942618768085,0.0141464653196615,0.000673323972829824,0
focused,A,11,naive,0,0,0,4,0.3,750,4,1000,0.00383978086313369,0.122685237134522,0.119496424206714,0.974008177330165,0.94,0.00750999334220744,0.92,0.00857904423581089,1760.034,149.071,649.836,-0.0149724921208938,0.300692,0.113942618768085,0.0141464653196615,0.000673323972829824,0
focused,A,11,strict,0,0,0,4,0.3,750,4,1000,0.00365211285071748,0.123751064523039,0.120656435186249,0.974993109362589,0.938,0.00762600813007697,0.921,0.00852988862764339,1677.356,143.254,644.503,-0.0149724921208938,0.300692,0.113942618768085,0.0141464653196615,0.000673323972829824,0
focused,A,12,delayed,0,0,0,4,0.3,750,10,1000,-0.000626367081388856,0.127769498131426,0.126572543079316,0.990631918653395,0.953,0.00669260786241059,0.889,0.00993373041711924,1681.813,133.828,626.585,-0.033459682013898,0.295086666666667,0.331090183123525,0.203841160159448,0.10844436341064,0
focused,A,12,naive,0,0,0,4,0.3,750,10,1000,0.00133514593542194,0.128324469092813,0.126654404635266,0.98698561179054,0.952,0.00675988165576884,0.887,0.0100115433375679,1730.097,133.828,626.585,-0.033459682013898,0.295086666666667,0.331090183123525,0.203841160159448,0.10844436341064,0
focused,A,12,strict,0,0,0,4,0.3,750,10,1000,-0.000799456676599179,0.137157975630815,0.132482578541363,0.965912320680235,0.948,0.00702111102319284,0.852,0.0112292475259921,1347.859,115.691,561.092,-0.033459682013898,0.295086666666667,0.331090183123525,0.203841160159448,0.10844436341064,0
confirmation,B,1,delayed,-4,0,0,2,0,500,0.25,1000,0.00501685229126979,0.155330061598986,0.147629602804842,0.95042518676118,0.942,0.00739161687318817,0.78,0.0130996183150503,1385.603,128.703,470.745,-0.997972902205934,0,0.138411812324739,0.0553585738511059,0.0179497068396277,0
confirmation,B,1,naive,-4,0,0,2,0,500,0.25,1000,0.0203238946723842,0.151054056442528,0.143388005958881,0.949249621862597,0.94,0.00750999334220744,0.833,0.01179453263169,1385.684,128.703,470.745,-0.997972902205934,0,0.138411812324739,0.0553585738511059,0.0179497068396277,0
confirmation,B,1,strict,-4,0,0,2,0,500,0.25,1000,0.000803648555728883,0.16089630124469,0.154323277232887,0.959147451116314,0.947,0.00708456067798138,0.743,0.0138185020895899,1286.824,125.026,462.273,-0.997972902205934,0,0.138411812324739,0.0553585738511059,0.0179497068396277,0
confirmation,B,2,delayed,-4,0,0,4,0,500,0.25,1000,-0.00481872769518506,0.135645083036034,0.131590467048192,0.9701086401579,0.939,0.00756828910652864,0.849,0.0113224997240009,1358.851,126.534,470.718,-0.997971684229768,0,0.136770202273635,0.0179597154401721,0.000954928460580743,0
confirmation,B,2,naive,-4,0,0,4,0,500,0.25,1000,0.00740415124122585,0.132694320900725,0.128684220206508,0.969779409796924,0.934,0.00785136930732468,0.881,0.0102390917565964,1358.907,126.534,470.718,-0.997971684229768,0,0.136770202273635,0.0179597154401721,0.000954928460580743,0
confirmation,B,2,strict,-4,0,0,4,0,500,0.25,1000,-0.00481859367105895,0.13867089712045,0.135087212928661,0.974156912039909,0.934,0.00785136930732468,0.836,0.0117091417277271,1285.985,123.582,469.425,-0.997971684229768,0,0.136770202273635,0.0179597154401721,0.000954928460580743,0
confirmation,B,3,delayed,-4,0,0,6,0,500,0.25,1000,0.00793098501347328,0.118308971144827,0.119970928801072,1.01404760467582,0.951,0.00682634602111555,0.939,0.00756828910652864,1334.252,123.519,470.853,-0.99796529253883,0,0.137172064451244,0.00467663080019392,1.90152857544875e-05,0
confirmation,B,3,naive,-4,0,0,6,0,500,0.25,1000,0.0190492181376485,0.116235371204091,0.117650663331918,1.01217608816633,0.945,0.00720936890441875,0.958,0.00634318531969546,1334.324,123.519,470.853,-0.99796529253883,0,0.137172064451244,0.00467663080019392,1.90152857544875e-05,0
confirmation,B,3,strict,-4,0,0,6,0,500,0.25,1000,0.00941037833972357,0.120513698024945,0.123658715819063,1.02609676614079,0.951,0.00682634602111555,0.928,0.00817410545564467,1267.646,120.799,469.41,-0.99796529253883,0,0.137172064451244,0.00467663080019392,1.90152857544875e-05,0
confirmation,B,4,delayed,-4,0,0,2,0.15,500,0.25,1000,0.00368224069695087,0.158624343762346,0.158682830134282,1.00036870993789,0.949,0.00695693898205238,0.717,0.0142446832186609,1301.355,113.704,450.247,-0.997960845497416,0.153184,0.143904337154609,0.058493804859761,0.0189712550008979,0
confirmation,B,4,naive,-4,0,0,2,0.15,500,0.25,1000,0.0207797015252254,0.153659651032576,0.153737428988499,1.00050617032773,0.951,0.00682634602111555,0.784,0.0130132240432569,1301.432,113.704,450.247,-0.997960845497416,0.153184,0.143904337154609,0.058493804859761,0.0189712550008979,0
confirmation,B,4,strict,-4,0,0,2,0.15,500,0.25,1000,0.00361316761182752,0.166595086820953,0.165828686764306,0.995399623894844,0.948,0.00702111102319284,0.698,0.0145188153786733,1203.355,110.027,441.377,-0.997960845497416,0.153184,0.143904337154609,0.058493804859761,0.0189712550008979,0
confirmation,B,5,delayed,-4,0,0,4,0.15,500,0.25,1000,0.00765142359680526,0.14604196588627,0.140670119969266,0.963217107600518,0.94,0.00750999334220744,0.817,0.0122274690758145,1270.79,111.61,453.917,-0.99797162441324,0.152744,0.143518960253728,0.019200996058937,0.00109145578261457,0
confirmation,B,5,naive,-4,0,0,4,0.15,500,0.25,1000,0.0210859284681241,0.142489968894359,0.137336698728828,0.963834154744246,0.942,0.00739161687318817,0.853,0.0111978122863352,1270.86,111.61,453.917,-0.99797162441324,0.152744,0.143518960253728,0.019200996058937,0.00109145578261457,0
confirmation,B,5,strict,-4,0,0,4,0.15,500,0.25,1000,0.00755593512877627,0.150001890391091,0.14497265668857,0.966472197854249,0.945,0.00720936890441875,0.792,0.0128349522788361,1197.157,108.806,451.176,-0.99797162441324,0.152744,0.143518960253728,0.019200996058937,0.00109145578261457,0
confirmation,B,6,delayed,-4,0,0,6,0.15,500,0.25,1000,0.00365614303651857,0.125668637647019,0.125705089458919,1.0002900629193,0.953,0.00669260786241059,0.898,0.00957057991973318,1243.619,110.342,456.467,-0.997975401654953,0.14979,0.142382709838669,0.00491133616151771,2.66976137069915e-05,0
confirmation,B,6,naive,-4,0,0,6,0.15,500,0.25,1000,0.0162405884038923,0.122956033691391,0.123012989808131,1.00046322343874,0.945,0.00720936890441875,0.924,0.00837997613361756,1243.687,110.342,456.467,-0.997975401654953,0.14979,0.142382709838669,0.00491133616151771,2.66976137069915e-05,0
confirmation,B,6,strict,-4,0,0,6,0.15,500,0.25,1000,0.00276721772541525,0.130771004442625,0.13012127721163,0.995031565034131,0.949,0.00695693898205238,0.87,0.0106348483769163,1176.655,107.769,453.127,-0.997975401654953,0.14979,0.142382709838669,0.00491133616151771,2.66976137069915e-05,0
confirmation,B,7,delayed,-4,0,0,2,0.3,500,0.25,1000,0.00018021969248427,0.166832145313348,0.168677527949213,1.01106131334821,0.944,0.00727076337120113,0.672,0.0148464137083674,1212.749,98.545,428.111,-0.997981867286373,0.29829,0.15157399133929,0.062950296519176,0.021330892543654,0
confirmation,B,7,naive,-4,0,0,2,0.3,500,0.25,1000,0.0193972546922432,0.161198684442371,0.162809899996592,1.00999521528227,0.956,0.00648567652600714,0.735,0.0139561814261638,1212.825,98.545,428.111,-0.997981867286373,0.29829,0.15157399133929,0.062950296519176,0.021330892543654,0
confirmation,B,7,strict,-4,0,0,2,0.3,500,0.25,1000,-0.00163272336903333,0.173925507401113,0.176948768816599,1.01738250737722,0.955,0.00655553201502365,0.614,0.015394934231753,1114.381,95.071,418.251,-0.997981867286373,0.29829,0.15157399133929,0.062950296519176,0.021330892543654,0
confirmation,B,8,delayed,-4,0,0,4,0.3,500,0.25,1000,0.00443701929790549,0.157382104822631,0.149915404133917,0.952556863455795,0.934,0.00785136930732468,0.775,0.0132051126462443,1175.653,97.546,434.629,-0.997970405042995,0.299236,0.149800151333926,0.0203340719890508,0.00111238453938335,0
confirmation,B,8,naive,-4,0,0,4,0.3,500,0.25,1000,0.0193160011528676,0.153206390662927,0.146061119645698,0.953361795246845,0.93,0.00806845710157772,0.826,0.0119884944842962,1175.731,97.546,434.629,-0.997970405042995,0.299236,0.149800151333926,0.0203340719890508,0.00111238453938335,0
confirmation,B,8,strict,-4,0,0,4,0.3,500,0.25,1000,0.00178899325014347,0.162355305484395,0.154975631009337,0.954546145239658,0.937,0.00768316341099159,0.76,0.0135055544129073,1102.275,94.943,430.497,-0.997970405042995,0.299236,0.149800151333926,0.0203340719890508,0.00111238453938335,0
confirmation,B,9,delayed,-4,0,0,6,0.3,500,0.25,1000,0.00296141295479451,0.143128994946743,0.136063279579183,0.950633934303881,0.939,0.00756828910652864,0.843,0.0115043904662524,1139.939,95.178,438.471,-0.997970685287933,0.30339,0.147311926198501,0.00524045079023487,3.11455191571388e-05,0
confirmation,B,9,naive,-4,0,0,6,0.3,500,0.25,1000,0.0170980723239519,0.13981234450492,0.132796468165047,0.949819335590741,0.935,0.0077958322198467,0.879,0.0103130499853341,1140.009,95.178,438.471,-0.997970685287933,0.30339,0.147311926198501,0.00524045079023487,3.11455191571388e-05,0
confirmation,B,9,strict,-4,0,0,6,0.3,500,0.25,1000,0.00413171610701049,0.145358535967136,0.141294681849037,0.972042549196987,0.95,0.00689202437604511,0.824,0.0120425910833176,1073.426,92.632,432.826,-0.997970685287933,0.30339,0.147311926198501,0.00524045079023487,3.11455191571388e-05,0
confirmation,B,10,delayed,-4,0,0,2,0.5,500,0.25,1000,0.0121669993304653,0.208443722267092,0.195923346630655,0.939934023916566,0.927,0.00822623850857729,0.582,0.0155973074599432,1068.333,75.223,391.188,-0.99796439221318,0.501056,0.165464697046355,0.0712084004913194,0.0253561013697974,0
confirmation,B,10,naive,-4,0,0,2,0.5,500,0.25,1000,0.0367221088868735,0.200128197563682,0.187658103204168,0.937689468494084,0.929,0.00812151463706124,0.637,0.0152062815967613,1068.408,75.223,391.188,-0.99796439221318,0.501056,0.165464697046355,0.0712084004913194,0.0253561013697974,0
confirmation,B,10,strict,-4,0,0,2,0.5,500,0.25,1000,0.00746202047078931,0.219337219967332,0.207686772155241,0.946883398021429,0.922,0.00848033018225116,0.517,0.0158022466757104,970.186,72.19,380.018,-0.99796439221318,0.501056,0.165464697046355,0.0712084004913194,0.0253561013697974,0
confirmation,B,11,delayed,-4,0,0,4,0.5,500,0.25,1000,0.000111592781072693,0.16942144185216,0.169970949370133,1.00324343549415,0.951,0.00682634602111555,0.666,0.0149145566477854,1026.149,76.155,403.19,-0.997970497094252,0.498608,0.160702717964455,0.0236366122505315,0.00138067341641561,0
confirmation,B,11,naive,-4,0,0,4,0.5,500,0.25,1000,0.0190918323461056,0.163947205435985,0.164630361332351,1.00416692614277,0.955,0.00655553201502365,0.744,0.0138008695378226,1026.21,76.155,403.19,-0.997970497094252,0.498608,0.160702717964455,0.0236366122505315,0.00138067341641561,0
confirmation,B,11,strict,-4,0,0,4,0.5,500,0.25,1000,-0.00180735442441293,0.177243107892882,0.176731658543185,0.997114418970768,0.948,0.00702111102319284,0.641,0.0151696736945789,952.991,73.683,396.283,-0.997970497094252,0.498608,0.160702717964455,0.0236366122505315,0.00138067341641561,0
confirmation,B,12,delayed,-4,0,0,6,0.5,500,0.25,1000,0.00611674697116047,0.158027159925268,0.152793859708117,0.966883539388887,0.943,0.00733150734842434,0.76,0.0135055544129073,990.557,75.143,411.238,-0.997969720364557,0.499548,0.15756429316538,0.00609048181749035,1.6183318710378e-05,0
confirmation,B,12,naive,-4,0,0,6,0.5,500,0.25,1000,0.0237541435438826,0.153417073412585,0.148451124378639,0.967631053549097,0.943,0.00733150734842434,0.819,0.0121753439376471,990.603,75.143,411.238,-0.997969720364557,0.499548,0.15756429316538,0.00609048181749035,1.6183318710378e-05,0
confirmation,B,12,strict,-4,0,0,6,0.5,500,0.25,1000,0.00496496810967933,0.166462777437712,0.159664632501069,0.959161170795755,0.942,0.00739161687318817,0.723,0.0141517136771488,923.827,72.841,401.879,-0.997969720364557,0.499548,0.15756429316538,0.00609048181749035,1.6183318710378e-05,0
confirmation,B,13,delayed,-4,0,0,2,0,750,0.25,1000,0.000157273598359257,0.117955404586521,0.121194599491342,1.02746118260689,0.955,0.00655553201502365,0.924,0.00837997613361756,2078.794,192.801,706.286,-0.997965969884253,0,0.138255912388671,0.0551467194220869,0.0177270409158323,0
confirmation,B,13,naive,-4,0,0,2,0,750,0.25,1000,0.0153222399789726,0.11467951601183,0.117715666350535,1.02647508852751,0.954,0.00662449998113065,0.954,0.00662449998113065,2078.915,192.801,706.286,-0.997965969884253,0,0.138255912388671,0.0551467194220869,0.0177270409158323,0
confirmation,B,13,strict,-4,0,0,2,0,750,0.25,1000,-0.00105044604659254,0.123248481963963,0.126349544563839,1.02516106121926,0.955,0.00655553201502365,0.89,0.00989444288477123,1931.004,187.127,693.72,-0.997965969884253,0,0.138255912388671,0.0551467194220869,0.0177270409158323,0
confirmation,B,14,delayed,-4,0,0,4,0,750,0.25,1000,0.00262207731206021,0.107739953279896,0.107720354772213,0.999818094336537,0.95,0.00689202437604511,0.967,0.00564898220921256,2039.273,189.556,706.38,-0.997971354561888,0,0.137424691890816,0.0179075970087253,0.000912686573423804,0
confirmation,B,14,naive,-4,0,0,4,0,750,0.25,1000,0.0144755420950848,0.105510956865677,0.10541008285553,0.999043947537351,0.956,0.00648567652600714,0.981,0.00431729081716764,2039.364,189.556,706.38,-0.997971354561888,0,0.137424691890816,0.0179075970087253,0.000912686573423804,0
confirmation,B,14,strict,-4,0,0,4,0,750,0.25,1000,0.000935324206250865,0.111932507158601,0.110787965000409,0.989774711678973,0.946,0.00714730718522718,0.952,0.00675988165576884,1929.527,185.327,704.542,-0.997971354561888,0,0.137424691890816,0.0179075970087253,0.000912686573423804,0
confirmation,B,15,delayed,-4,0,0,6,0,750,0.25,1000,-0.00212442819275838,0.0997750345637359,0.0970462276791827,0.972650404016548,0.938,0.00762600813007697,0.987,0.00358203852575597,2001.026,184.623,706.212,-0.997970875493458,0,0.137469070166764,0.00445006369551021,2.54798449855415e-05,0
confirmation,B,15,naive,-4,0,0,6,0,750,0.25,1000,0.00914894961321128,0.0978091437495142,0.095142179406042,0.972732975249204,0.936,0.00773976743836661,0.994,0.00244213021765835,2001.134,184.623,706.212,-0.997970875493458,0,0.137469070166764,0.00445006369551021,2.54798449855415e-05,0
confirmation,B,15,strict,-4,0,0,6,0,750,0.25,1000,-0.00309055604762259,0.103331775372175,0.100058335202331,0.968321069118823,0.933,0.00790638982089803,0.973,0.00512552436341883,1901.07,180.659,704.16,-0.997970875493458,0,0.137469070166764,0.00445006369551021,2.54798449855415e-05,0
confirmation,B,16,delayed,-4,0,0,2,0.15,750,0.25,1000,-0.00318995879344486,0.127066995008802,0.128204573632084,1.00895258932662,0.948,0.00702111102319284,0.878,0.0103496859855746,1952.225,171.789,675.592,-0.997976002481311,0.153786666666667,0.143996564404335,0.0592000148481651,0.0195002159510743,0
confirmation,B,16,naive,-4,0,0,2,0.15,750,0.25,1000,0.0138974951185434,0.123013964223842,0.12414979095858,1.00923331543622,0.945,0.00720936890441875,0.918,0.00867617427210865,1952.342,171.789,675.592,-0.997976002481311,0.153786666666667,0.143996564404335,0.0592000148481651,0.0195002159510743,0
