phase,regime,cell_id,method,gamma,theta,delta,landmark_interval,censoring_target,n,entry_sd,successful_replicates,bias,empirical_se,mean_estimated_se,se_ratio,coverage,coverage_mcse,power,power_mcse,mean_rows,mean_events,mean_subjects,mean_entry_x_correlation,mean_observed_censoring,mean_preentry_fraction_lm1,mean_preentry_fraction_lm2,mean_preentry_fraction_lm3,failed_replicates
focused,B,4,naive,-2,0,0,4,0.3,750,0.25,1000,-0.00297884916704133,0.121823816141482,0.118278038580228,0.970894216963811,0.943,0.00733150734842434,0.92,0.00857904423581089,1774.929,151.043,656.591,-0.991787559182212,0.292234666666667,0.0100135551611016,5.18215572863281e-06,0,0
focused,B,4,strict,-2,0,0,4,0.3,750,0.25,1000,-0.00393362696227756,0.122655448576155,0.118965306944929,0.96991457229122,0.942,0.00739161687318817,0.926,0.00827792244467173,1768.351,150.879,656.151,-0.991787559182212,0.292234666666667,0.0100135551611016,5.18215572863281e-06,0,0
focused,B,5,delayed,-2,0,0,4,0.3,750,4,1000,-0.00324265851303781,0.115921089152073,0.121152386511176,1.04512809012897,0.957,0.00641490451994416,0.928,0.00817410545564467,1760.576,147.118,649.391,-0.448034603121856,0.298872,0.162238485801585,0.0306293453071963,0.00294978710564138,0
focused,B,5,naive,-2,0,0,4,0.3,750,4,1000,0.0090409966225821,0.114913513526627,0.120190430571422,1.04592077017619,0.952,0.00675988165576884,0.942,0.00739161687318817,1760.895,147.118,649.391,-0.448034603121856,0.298872,0.162238485801585,0.0306293453071963,0.00294978710564138,0
focused,B,5,strict,-2,0,0,4,0.3,750,4,1000,-0.00430868837924279,0.1177224563942,0.123361844433668,1.04790409758852,0.952,0.00675988165576884,0.92,0.00857904423581089,1636.025,140.724,641.605,-0.448034603121856,0.298872,0.162238485801585,0.0306293453071963,0.00294978710564138,0
focused,B,6,delayed,-2,0,0,4,0.3,750,10,1000,0.00275441665406746,0.129452170093645,0.127618365775228,0.985834116824068,0.954,0.00662449998113065,0.884,0.0101264011376204,1668.806,130.983,624.39,-0.204541379494914,0.300806666666667,0.349667164702797,0.220601284469017,0.120499829241688,0
focused,B,6,naive,-2,0,0,4,0.3,750,10,1000,0.0387766204284457,0.128718070829942,0.126926727283868,0.986083200792837,0.945,0.00720936890441875,0.934,0.00785136930732468,1723.094,130.983,624.39,-0.204541379494914,0.300806666666667,0.349667164702797,0.220601284469017,0.120499829241688,0
focused,B,6,strict,-2,0,0,4,0.3,750,10,1000,0.00140855815230372,0.136127118019251,0.133874173972516,0.983449704368116,0.951,0.00682634602111555,0.84,0.0115931013969516,1314.826,113.686,552.549,-0.204541379494914,0.300806666666667,0.349667164702797,0.220601284469017,0.120499829241688,0
focused,B,7,delayed,-1,0,0,4,0.3,750,0.25,1000,-0.000504229835768717,0.120565976752429,0.119323732216861,0.98969655810844,0.94,0.00750999334220744,0.921,0.00852988862764339,1762.472,150.358,653.675,-0.968208642387504,0.301157333333333,1.51975683890579e-06,0,0,0
focused,B,7,naive,-1,0,0,4,0.3,750,0.25,1000,-0.000504229835768717,0.120565976752429,0.119323732216861,0.98969655810844,0.94,0.00750999334220744,0.921,0.00852988862764339,1762.472,150.358,653.675,-0.968208642387504,0.301157333333333,1.51975683890579e-06,0,0,0
focused,B,7,strict,-1,0,0,4,0.3,750,0.25,1000,-0.000504558272936274,0.120565682966254,0.119323902122586,0.989700378970888,0.94,0.00750999334220744,0.921,0.00852988862764339,1762.471,150.358,653.675,-0.968208642387504,0.301157333333333,1.51975683890579e-06,0,0,0
