entry_sd,replicate,outer_seed,bootstrap_seed,method,estimate,estimated_se,covered,reject_half,converged,error
0.25,720,710002720,810004720,naive,0.563620958372153,0.0325839405397553,1,0,1,""
0.25,720,710002720,910004720,strict,0.563620958372153,0.0281833350459874,1,1,1,""
0.25,721,710002721,810004721,naive,0.574945215339982,0.0341256282115344,1,1,1,""
0.25,721,710002721,910004721,strict,0.574945215339982,0.0325092008502865,1,1,1,""
0.25,722,710002722,810004722,naive,0.588558755112324,0.0346657052577472,1,1,1,""
0.25,722,710002722,910004722,strict,0.588558755112324,0.0349071397938555,1,1,1,""
0.25,723,710002723,810004723,naive,0.653399882781291,0.0333081405891293,1,1,1,""
0.25,723,710002723,910004723,strict,0.653399882781291,0.0330306369552607,1,1,1,""
0.25,724,710002724,810004724,naive,0.599184063844086,0.0364869557790723,1,1,1,""
0.25,724,710002724,910004724,strict,0.599184063844086,0.0360495673994582,1,1,1,""
0.25,725,710002725,810004725,naive,0.626211496473363,0.0386097840024336,1,1,1,""
0.25,725,710002725,910004725,strict,0.626211496473363,0.036842186617987,1,1,1,""
0.25,726,710002726,810004726,naive,0.627723010495919,0.0334273135346065,1,1,1,""
0.25,726,710002726,910004726,strict,0.627723010495919,0.0334407884080267,1,1,1,""
0.25,727,710002727,810004727,naive,0.54148474911966,0.0375864723987322,1,0,1,""
0.25,727,710002727,910004727,strict,0.54148474911966,0.0364797078007063,0,0,1,""
0.25,728,710002728,810004728,naive,0.612187122656684,0.029867968390141,1,1,1,""
0.25,728,710002728,910004728,strict,0.612187122656684,0.0340087671887399,1,1,1,""
0.25,729,710002729,810004729,naive,0.638876030810286,0.0343395040765307,1,1,1,""
0.25,729,710002729,910004729,strict,0.638876030810286,0.0346600558927478,1,1,1,""
0.25,730,710002730,810004730,naive,0.595839065519834,0.03044859479945,1,1,1,""
0.25,730,710002730,910004730,strict,0.595839065519834,0.0375944081631139,1,1,1,""
0.25,731,710002731,810004731,naive,0.601348323573191,0.0329713242061595,1,1,1,""
0.25,731,710002731,910004731,strict,0.601348323573191,0.0292804897157084,1,1,1,""
0.25,732,710002732,810004732,naive,0.613781732115738,0.033150834959163,1,1,1,""
0.25,732,710002732,910004732,strict,0.613781732115738,0.029837361321006,1,1,1,""
0.25,733,710002733,810004733,naive,0.601397164968969,0.0293589432030916,1,1,1,""
0.25,733,710002733,910004733,strict,0.601397164968969,0.0382432191670357,1,1,1,""
0.25,734,710002734,810004734,naive,0.58983249210901,0.0331969978711598,1,1,1,""
0.25,734,710002734,910004734,strict,0.58983249210901,0.0325005662423275,1,1,1,""
0.25,735,710002735,810004735,naive,0.576983865936131,0.0321138438673167,1,1,1,""
0.25,735,710002735,910004735,strict,0.576983865936131,0.0361507080590135,1,1,1,""
0.25,736,710002736,810004736,naive,0.613255167441725,0.0387811405857637,1,1,1,""
0.25,736,710002736,910004736,strict,0.613255167441725,0.0369816830800546,1,1,1,""
0.25,737,710002737,810004737,naive,0.616750465901509,0.040141775021303,1,1,1,""
0.25,737,710002737,910004737,strict,0.616750465901509,0.0359711321797599,1,1,1,""
0.25,738,710002738,810004738,naive,0.597029812107295,0.0374810655960545,1,1,1,""
0.25,738,710002738,910004738,strict,0.597029812107295,0.0352694764169909,1,1,1,""
0.25,739,710002739,810004739,naive,0.586669674923643,0.0330399691883038,1,1,1,""
0.25,739,710002739,910004739,strict,0.586669674923643,0.0338056503556374,1,1,1,""
0.25,740,710002740,810004740,naive,0.576654767166798,0.043765906998757,1,0,1,""
0.25,740,710002740,910004740,strict,0.576654767166798,0.0433948573864735,1,0,1,""
0.25,741,710002741,810004741,naive,0.625520349655442,0.0285917528398753,1,1,1,""
0.25,741,710002741,910004741,strict,0.625520349655442,0.0315634559386435,1,1,1,""
0.25,742,710002742,810004742,naive,0.626228928873503,0.0397790500487851,1,1,1,""
0.25,742,710002742,910004742,strict,0.626228928873503,0.0361054556217242,1,1,1,""
0.25,743,710002743,810004743,naive,0.668767506214648,0.0297741727004583,1,1,1,""
0.25,743,710002743,910004743,strict,0.668767506214648,0.0307831895682083,1,1,1,""
0.25,744,710002744,810004744,naive,0.618567370541873,0.030268559531816,1,1,1,""
0.25,744,710002744,910004744,strict,0.618567370541873,0.0278631822980447,1,1,1,""
0.25,745,710002745,810004745,naive,0.634383787239905,0.0313589876768435,1,1,1,""
0.25,745,710002745,910004745,strict,0.634383787239905,0.0334325885536603,1,1,1,""
0.25,746,710002746,810004746,naive,0.647871409037794,0.0353780365281247,1,1,1,""
0.25,746,710002746,910004746,strict,0.647871409037794,0.0331259043301775,1,1,1,""
0.25,747,710002747,810004747,naive,0.599080965607879,0.0364428095729074,1,1,1,""
0.25,747,710002747,910004747,strict,0.599080965607879,0.0333172207924311,1,1,1,""
0.25,748,710002748,810004748,naive,0.605614621604984,0.0405009007832014,1,1,1,""
0.25,748,710002748,910004748,strict,0.605614621604984,0.0338431853735826,1,1,1,""
0.25,749,710002749,810004749,naive,0.64208451502598,0.0280108744633886,1,1,1,""
0.25,749,710002749,910004749,strict,0.64208451502598,0.0279699109298893,1,1,1,""
0.25,750,710002750,810004750,naive,0.605731985921127,0.0388663125746999,1,1,1,""
0.25,750,710002750,910004750,strict,0.605731985921127,0.0334142286022536,1,1,1,""
0.25,751,710002751,810004751,naive,0.595623512700206,0.0358066207519762,1,1,1,""
0.25,751,710002751,910004751,strict,0.595623512700206,0.0386850583565984,1,1,1,""
0.25,752,710002752,810004752,naive,0.614489241778889,0.0309359506198254,1,1,1,""
0.25,752,710002752,910004752,strict,0.614489241778889,0.0336469338710551,1,1,1,""
0.25,753,710002753,810004753,naive,0.622625630822603,0.037599871841452,1,1,1,""
0.25,753,710002753,910004753,strict,0.622625630822603,0.0365535906803171,1,1,1,""
0.25,754,710002754,810004754,naive,0.61912587575096,0.0340687779280539,1,1,1,""
0.25,754,710002754,910004754,strict,0.61912587575096,0.0330908072084937,1,1,1,""
0.25,755,710002755,810004755,naive,0.602500041745145,0.0350272933603903,1,1,1,""
0.25,755,710002755,910004755,strict,0.602500041745145,0.0331226179914342,1,1,1,""
0.25,756,710002756,810004756,naive,0.629307313302129,0.0336289633431956,1,1,1,""
0.25,756,710002756,910004756,strict,0.629307313302129,0.0355069502268718,1,1,1,""
0.25,757,710002757,810004757,naive,0.626479712265032,0.0298699926666989,1,1,1,""
0.25,757,710002757,910004757,strict,0.626479712265032,0.0364515831492646,1,1,1,""
0.25,758,710002758,810004758,naive,0.618936275014088,0.0338629234418193,1,1,1,""
0.25,758,710002758,910004758,strict,0.618936275014088,0.0342011566068845,1,1,1,""
0.25,759,710002759,810004759,naive,0.629906164423477,0.0355951160611363,1,1,1,""
0.25,759,710002759,910004759,strict,0.629906164423477,0.0330688099183786,1,1,1,""
0.25,760,710002760,810004760,naive,0.570404812265222,0.042114765535851,1,0,1,""
0.25,760,710002760,910004760,strict,0.570404812265222,0.036182599576279,1,0,1,""
0.25,761,710002761,810004761,naive,0.599004785496866,0.0386507319114063,1,1,1,""
0.25,761,710002761,910004761,strict,0.599004785496866,0.0404261082154825,1,1,1,""
0.25,762,710002762,810004762,naive,0.560089919280224,0.0316911582347838,1,0,1,""
0.25,762,710002762,910004762,strict,0.560089919280224,0.0311158693992792,1,0,1,""
0.25,763,710002763,810004763,naive,0.620060494930122,0.03359456008586,1,1,1,""
0.25,763,710002763,910004763,strict,0.620060494930122,0.0318722202304564,1,1,1,""
0.25,764,710002764,810004764,naive,0.59669101859548,0.0332776485960842,1,1,1,""
0.25,764,710002764,910004764,strict,0.59669101859548,0.0362728983319447,1,1,1,""
0.25,765,710002765,810004765,naive,0.668602289076674,0.0313056829437604,1,1,1,""
0.25,765,710002765,910004765,strict,0.668602289076674,0.0346330542163934,1,1,1,""
0.25,766,710002766,810004766,naive,0.574929788403813,0.0368794525865646,1,1,1,""
0.25,766,710002766,910004766,strict,0.574929788403813,0.0336022842663302,1,1,1,""
0.25,767,710002767,810004767,naive,0.642102428754875,0.0335993023220798,1,1,1,""
0.25,767,710002767,910004767,strict,0.642102428754875,0.0268119323598724,1,1,1,""
0.25,768,710002768,810004768,naive,0.653705483247171,0.033967750940682,1,1,1,""
0.25,768,710002768,910004768,strict,0.653705483247171,0.0348757932467899,1,1,1,""
0.25,769,710002769,810004769,naive,0.586332939428412,0.0319931774035291,1,1,1,""
0.25,769,710002769,910004769,strict,0.586332939428412,0.035236991768403,1,1,1,""
0.25,770,710002770,810004770,naive,0.625506092667658,0.0282396467991039,1,1,1,""
0.25,770,710002770,910004770,strict,0.625506092667658,0.0315151813053339,1,1,1,""
0.25,771,710002771,810004771,naive,0.609401927891374,0.0337167977450199,1,1,1,""
0.25,771,710002771,910004771,strict,0.609401927891374,0.0303795320257645,1,1,1,""
0.25,772,710002772,810004772,naive,0.609019894679092,0.0376233106202248,1,1,1,""
0.25,772,710002772,910004772,strict,0.609019894679092,0.036549215598424,1,1,1,""
0.25,773,710002773,810004773,naive,0.648367045269216,0.0288221998888474,1,1,1,""
0.25,773,710002773,910004773,strict,0.648367045269216,0.0281149643878704,1,1,1,""
0.25,774,710002774,810004774,naive,0.587586598995202,0.0336124942840795,1,1,1,""
0.25,774,710002774,910004774,strict,0.587586598995202,0.0305622738514074,1,1,1,""
0.25,775,710002775,810004775,naive,0.583710653493605,0.0351306821512047,1,1,1,""
0.25,775,710002775,910004775,strict,0.583710653493605,0.037843047700709,1,1,1,""
0.25,776,710002776,810004776,naive,0.589484761320087,0.0377056068856759,1,1,1,""
0.25,776,710002776,910004776,strict,0.589484761320087,0.0393956364351161,1,1,1,""
0.25,777,710002777,810004777,naive,0.626124753433605,0.0390222980996201,1,1,1,""
0.25,777,710002777,910004777,strict,0.626124753433605,0.0414939593437764,1,1,1,""
0.25,778,710002778,810004778,naive,0.63786658742716,0.0379289673900633,1,1,1,""
0.25,778,710002778,910004778,strict,0.63786658742716,0.0369398554572922,1,1,1,""
0.25,779,710002779,810004779,naive,0.606293223962607,0.0352574971241143,1,1,1,""
0.25,779,710002779,910004779,strict,0.606293223962607,0.0392402919576103,1,1,1,""
0.25,780,710002780,810004780,naive,0.626440267783615,0.0311340707857968,1,1,1,""
0.25,780,710002780,910004780,strict,0.626440267783615,0.0345505253981272,1,1,1,""
0.25,781,710002781,810004781,naive,0.569252196042421,0.0386158178361498,1,0,1,""
0.25,781,710002781,910004781,strict,0.569252196042421,0.0376019258056022,1,0,1,""
0.25,782,710002782,810004782,naive,0.630706544051466,0.0370639500649584,1,1,1,""
0.25,782,710002782,910004782,strict,0.630706544051466,0.0305843158621388,1,1,1,""
0.25,783,710002783,810004783,naive,0.611189251155662,0.0361417418750448,1,1,1,""
0.25,783,710002783,910004783,strict,0.611189251155662,0.0330482847413887,1,1,1,""
0.25,784,710002784,810004784,naive,0.612703705244977,0.0291837353508775,1,1,1,""
0.25,784,710002784,910004784,strict,0.612703705244977,0.0314756855945294,1,1,1,""
0.25,785,710002785,810004785,naive,0.618030497258342,0.0337752079140448,1,1,1,""
0.25,785,710002785,910004785,strict,0.618030497258342,0.0360343712861818,1,1,1,""
0.25,786,710002786,810004786,naive,0.654291574847176,0.0300411871665541,1,1,1,""
0.25,786,710002786,910004786,strict,0.654291574847176,0.0291496976946798,1,1,1,""
0.25,787,710002787,810004787,naive,0.619140746257285,0.0333023409781174,1,1,1,""
0.25,787,710002787,910004787,strict,0.619140746257285,0.0329455115603598,1,1,1,""
0.25,788,710002788,810004788,naive,0.544742911634849,0.0337409199950329,0,0,1,""
0.25,788,710002788,910004788,strict,0.544742911634849,0.0345750312115931,0,0,1,""
0.25,789,710002789,810004789,naive,0.658993707751472,0.0242330672247827,1,1,1,""
0.25,789,710002789,910004789,strict,0.658993707751472,0.0271314254359968,1,1,1,""
0.25,790,710002790,810004790,naive,0.603744320322434,0.036952348716126,1,1,1,""
0.25,790,710002790,910004790,strict,0.603744320322434,0.0341322147641209,1,1,1,""
0.25,791,710002791,810004791,naive,0.604570551202858,0.0380783085675974,1,1,1,""
0.25,791,710002791,910004791,strict,0.604570551202858,0.0334069828215403,1,1,1,""
0.25,792,710002792,810004792,naive,0.537163007106451,0.0321000578319731,0,0,1,""
0.25,792,710002792,910004792,strict,0.537163007106451,0.0361640335654007,0,0,1,""
0.25,793,710002793,810004793,naive,0.628075753905867,0.0335843918294425,1,1,1,""
0.25,793,710002793,910004793,strict,0.628075753905867,0.0344296049511489,1,1,1,""
0.25,794,710002794,810004794,naive,0.626438574407815,0.032039647011978,1,1,1,""
0.25,794,710002794,910004794,strict,0.626438574407815,0.0308122143738674,1,1,1,""
0.25,795,710002795,810004795,naive,0.573484321263932,0.0330258445002257,1,1,1,""
0.25,795,710002795,910004795,strict,0.573484321263932,0.0391193837962152,1,0,1,""
0.25,796,710002796,810004796,naive,0.616167757013213,0.0326807202583153,1,1,1,""
0.25,796,710002796,910004796,strict,0.616167757013213,0.0314761773333613,1,1,1,""
0.25,797,710002797,810004797,naive,0.61675975935369,0.0366104639217368,1,1,1,""
0.25,797,710002797,910004797,strict,0.61675975935369,0.0377744115148821,1,1,1,""
0.25,798,710002798,810004798,naive,0.6137837749997,0.035839053873369,1,1,1,""
0.25,798,710002798,910004798,strict,0.6137837749997,0.0374069841868015,1,1,1,""
0.25,799,710002799,810004799,naive,0.672916176376977,0.0296813574668767,0,1,1,""
0.25,799,710002799,910004799,strict,0.672916176376977,0.0275057752343275,0,1,1,""
0.25,800,710002800,810004800,naive,0.570188879190335,0.0352499279798323,1,1,1,""
0.25,800,710002800,910004800,strict,0.570188879190335,0.0379861285525556,1,0,1,""
0.25,801,710002801,810004801,naive,0.662909849392868,0.0292768890747047,1,1,1,""
0.25,801,710002801,910004801,strict,0.662909849392868,0.0315512582080713,1,1,1,""
0.25,802,710002802,810004802,naive,0.623457515345049,0.0318204643828638,1,1,1,""
0.25,802,710002802,910004802,strict,0.623457515345049,0.0353580912815348,1,1,1,""
0.25,803,710002803,810004803,naive,0.676330227418561,0.0302623932782958,0,1,1,""
0.25,803,710002803,910004803,strict,0.676330227418561,0.03323498314131,1,1,1,""
0.25,804,710002804,810004804,naive,0.59913422224435,0.0346466392554553,1,1,1,""
0.25,804,710002804,910004804,strict,0.59913422224435,0.0330326402465864,1,1,1,""
0.25,805,710002805,810004805,naive,0.616935744102463,0.0390565867497643,1,1,1,""
0.25,805,710002805,910004805,strict,0.616935744102463,0.0374965201846895,1,1,1,""
0.25,806,710002806,810004806,naive,0.586303237064844,0.0276326531921159,1,1,1,""
0.25,806,710002806,910004806,strict,0.586303237064844,0.0367497004783691,1,1,1,""
0.25,807,710002807,810004807,naive,0.594689809578035,0.0335498381027493,1,1,1,""
0.25,807,710002807,910004807,strict,0.594689809578035,0.0374469561567409,1,1,1,""
0.25,808,710002808,810004808,naive,0.591135690034024,0.032403159949462,1,1,1,""
0.25,808,710002808,910004808,strict,0.591135690034024,0.0347715539440522,1,1,1,""
0.25,809,710002809,810004809,naive,0.639497612035922,0.0364283628245481,1,1,1,""
0.25,809,710002809,910004809,strict,0.639497612035922,0.0330457174585316,1,1,1,""
0.25,810,710002810,810004810,naive,0.652805745086973,0.0330059258676133,1,1,1,""
0.25,810,710002810,910004810,strict,0.652805745086973,0.030556730672544,1,1,1,""
0.25,811,710002811,810004811,naive,0.599655383472638,0.0292244127248632,1,1,1,""
0.25,811,710002811,910004811,strict,0.599655383472638,0.0314201228902431,1,1,1,""
0.25,812,710002812,810004812,naive,0.661661121189202,0.0346677135587476,1,1,1,""
0.25,812,710002812,910004812,strict,0.661661121189202,0.0310033982356495,1,1,1,""
0.25,813,710002813,810004813,naive,0.602445006636473,0.0289770454925435,1,1,1,""
0.25,813,710002813,910004813,strict,0.602445006636473,0.0317584416898795,1,1,1,""
0.25,814,710002814,810004814,naive,0.614792182387648,0.0339686025659798,1,1,1,""
0.25,814,710002814,910004814,strict,0.614792182387648,0.0342135996462099,1,1,1,""
0.25,815,710002815,810004815,naive,0.615371071301023,0.0389076074686472,1,1,1,""
0.25,815,710002815,910004815,strict,0.615371071301023,0.0348462643696349,1,1,1,""
0.25,816,710002816,810004816,naive,0.561885799351532,0.0336413701377326,1,0,1,""
0.25,816,710002816,910004816,strict,0.561885799351532,0.0309768980582106,1,1,1,""
0.25,817,710002817,810004817,naive,0.552488757094295,0.0327331787993201,1,0,1,""
0.25,817,710002817,910004817,strict,0.552488757094295,0.0329878123761948,1,0,1,""
0.25,818,710002818,810004818,naive,0.644591045287831,0.0307179515215259,1,1,1,""
0.25,818,710002818,910004818,strict,0.644591045287831,0.0365832469168943,1,1,1,""
0.25,819,710002819,810004819,naive,0.618235035349923,0.0359721701735364,1,1,1,""
0.25,819,710002819,910004819,strict,0.618235035349923,0.0292013859744818,1,1,1,""
0.25,820,710002820,810004820,naive,0.646197637914276,0.0304596269304671,1,1,1,""
0.25,820,710002820,910004820,strict,0.646197637914276,0.0341856640267483,1,1,1,""
0.25,821,710002821,810004821,naive,0.553401218746525,0.0352737198129735,1,0,1,""
0.25,821,710002821,910004821,strict,0.553401218746525,0.0422772339076714,1,0,1,""
0.25,822,710002822,810004822,naive,0.642872302745614,0.035432350057318,1,1,1,""
0.25,822,710002822,910004822,strict,0.642872302745614,0.0318311298206034,1,1,1,""
0.25,823,710002823,810004823,naive,0.594283766103878,0.0344051786313905,1,1,1,""
0.25,823,710002823,910004823,strict,0.594283766103878,0.0378890656100097,1,1,1,""
0.25,824,710002824,810004824,naive,0.617343452954457,0.0304780273570132,1,1,1,""
0.25,824,710002824,910004824,strict,0.617343452954457,0.0350370625389659,1,1,1,""
0.25,825,710002825,810004825,naive,0.609446646004504,0.0294051147229102,1,1,1,""
0.25,825,710002825,910004825,strict,0.609446646004504,0.0284076331540597,1,1,1,""
0.25,826,710002826,810004826,naive,0.616646280760739,0.0364020699999616,1,1,1,""
0.25,826,710002826,910004826,strict,0.616646280760739,0.0356321357007862,1,1,1,""
0.25,827,710002827,810004827,naive,0.580946310266138,0.0359876924408886,1,1,1,""
0.25,827,710002827,910004827,strict,0.580946310266138,0.0333995253148311,1,1,1,""
0.25,828,710002828,810004828,naive,0.668143243018764,0.028813251339578,1,1,1,""
0.25,828,710002828,910004828,strict,0.668143243018764,0.0341185485607075,1,1,1,""
0.25,829,710002829,810004829,naive,0.604098533908999,0.0321198587860865,1,1,1,""
0.25,829,710002829,910004829,strict,0.604098533908999,0.0303987905305429,1,1,1,""
0.25,830,710002830,810004830,naive,0.567723124964295,0.0281757503770823,1,1,1,""
0.25,830,710002830,910004830,strict,0.567723124964295,0.0325080306296228,1,1,1,""
0.25,831,710002831,810004831,naive,0.59803683674208,0.0408118633915401,1,1,1,""
0.25,831,710002831,910004831,strict,0.59803683674208,0.0377248096580704,1,1,1,""
0.25,832,710002832,810004832,naive,0.536222461750798,0.0379181970503187,0,0,1,""
0.25,832,710002832,910004832,strict,0.536222461750798,0.0343540511518471,0,0,1,""
0.25,833,710002833,810004833,naive,0.621330741608212,0.0336273297447024,1,1,1,""
0.25,833,710002833,910004833,strict,0.621330741608212,0.0331472795510735,1,1,1,""
0.25,834,710002834,810004834,naive,0.623752308607628,0.0339963357707046,1,1,1,""
0.25,834,710002834,910004834,strict,0.623752308607628,0.0302046467307261,1,1,1,""
0.25,835,710002835,810004835,naive,0.615176411205036,0.0363366661502161,1,1,1,""
0.25,835,710002835,910004835,strict,0.615176411205036,0.0338981827356915,1,1,1,""
0.25,836,710002836,810004836,naive,0.53971145651803,0.037653873670775,1,0,1,""
0.25,836,710002836,910004836,strict,0.53971145651803,0.0330403440834291,0,0,1,""
0.25,837,710002837,810004837,naive,0.635822743814303,0.0339759527364116,1,1,1,""
0.25,837,710002837,910004837,strict,0.635822743814303,0.0329341939201747,1,1,1,""
0.25,838,710002838,810004838,naive,0.583609021553854,0.0361505463001541,1,1,1,""
0.25,838,710002838,910004838,strict,0.583609021553854,0.0369118688290409,1,1,1,""
0.25,839,710002839,810004839,naive,0.580571273883985,0.0373604542353232,1,1,1,""
0.25,839,710002839,910004839,strict,0.580571273883985,0.0402862836207148,1,1,1,""
0.25,840,710002840,810004840,naive,0.644904217753777,0.032192658486308,1,1,1,""
0.25,840,710002840,910004840,strict,0.644904217753777,0.032316107717329,1,1,1,""
0.25,841,710002841,810004841,naive,0.613877274612014,0.035507137040736,1,1,1,""
0.25,841,710002841,910004841,strict,0.613877274612014,0.0318775094075178,1,1,1,""
0.25,842,710002842,810004842,naive,0.611913172512208,0.02973752108853,1,1,1,""
0.25,842,710002842,910004842,strict,0.611913172512208,0.0326251811923237,1,1,1,""
0.25,843,710002843,810004843,naive,0.515931539024341,0.03538288837004,0,0,1,""
0.25,843,710002843,910004843,strict,0.515931539024341,0.0372791241985572,0,0,1,""
0.25,844,710002844,810004844,naive,0.627011780776467,0.0289701983265126,1,1,1,""
0.25,844,710002844,910004844,strict,0.627011780776467,0.0275359896515231,1,1,1,""
0.25,845,710002845,810004845,naive,0.63343514085909,0.0325363715857319,1,1,1,""
0.25,845,710002845,910004845,strict,0.63343514085909,0.0339214064441894,1,1,1,""
0.25,846,710002846,810004846,naive,0.597964822167736,0.0344470614456789,1,1,1,""
0.25,846,710002846,910004846,strict,0.597964822167736,0.0336584323669841,1,1,1,""
0.25,847,710002847,810004847,naive,0.602728633616549,0.0383698509478992,1,1,1,""
0.25,847,710002847,910004847,strict,0.602728633616549,0.0338036522070365,1,1,1,""
0.25,848,710002848,810004848,naive,0.650193042852765,0.0337129540352299,1,1,1,""
0.25,848,710002848,910004848,strict,0.650193042852765,0.0358902486813481,1,1,1,""
0.25,849,710002849,810004849,naive,0.584191831511401,0.0336060694427461,1,1,1,""
0.25,849,710002849,910004849,strict,0.584191831511401,0.0375263878414227,1,1,1,""
0.25,850,710002850,810004850,naive,0.596864282784958,0.0291828167303729,1,1,1,""
0.25,850,710002850,910004850,strict,0.596864282784958,0.031509010806301,1,1,1,""
0.25,851,710002851,810004851,naive,0.633030866437889,0.0323520409790735,1,1,1,""
0.25,851,710002851,910004851,strict,0.633030866437889,0.0317964899089049,1,1,1,""
0.25,852,710002852,810004852,naive,0.54216507493908,0.0337084037330863,0,0,1,""
0.25,852,710002852,910004852,strict,0.54216507493908,0.0357508457532951,0,0,1,""
0.25,853,710002853,810004853,naive,0.623563909049354,0.0326337458247587,1,1,1,""
0.25,853,710002853,910004853,strict,0.623563909049354,0.0346019268280743,1,1,1,""
0.25,854,710002854,810004854,naive,0.609939573996859,0.0357133824790176,1,1,1,""
0.25,854,710002854,910004854,strict,0.609939573996859,0.0350972729984094,1,1,1,""
0.25,855,710002855,810004855,naive,0.635407773851984,0.0309333814512874,1,1,1,""
0.25,855,710002855,910004855,strict,0.635407773851984,0.0304708989992427,1,1,1,""
0.25,856,710002856,810004856,naive,0.62379086374349,0.035300002887622,1,1,1,""
0.25,856,710002856,910004856,strict,0.62379086374349,0.0293825799323658,1,1,1,""
0.25,857,710002857,810004857,naive,0.609161989713057,0.0338297196814345,1,1,1,""
0.25,857,710002857,910004857,strict,0.609161989713057,0.0356102853454773,1,1,1,""
0.25,858,710002858,810004858,naive,0.640470747288072,0.0403679377003203,1,1,1,""
0.25,858,710002858,910004858,strict,0.640470747288072,0.0407287936795643,1,1,1,""
0.25,859,710002859,810004859,naive,0.633352461548221,0.0336530893508532,1,1,1,""
0.25,859,710002859,910004859,strict,0.633352461548221,0.0322598293720274,1,1,1,""
0.25,860,710002860,810004860,naive,0.608775721626269,0.0361558771271948,1,1,1,""
0.25,860,710002860,910004860,strict,0.608775721626269,0.0347873988866568,1,1,1,""
0.25,861,710002861,810004861,naive,0.641843944110173,0.0307652967616133,1,1,1,""
0.25,861,710002861,910004861,strict,0.641843944110173,0.0334807657618789,1,1,1,""
0.25,862,710002862,810004862,naive,0.611711562760485,0.0304400399566707,1,1,1,""
0.25,862,710002862,910004862,strict,0.611711562760485,0.0276424259901844,1,1,1,""
0.25,863,710002863,810004863,naive,0.703141706668549,0.0239522149064243,0,1,1,""
0.25,863,710002863,910004863,strict,0.703141706668549,0.0316599816162052,0,1,1,""
0.25,864,710002864,810004864,naive,0.655197130166862,0.0368750109120433,1,1,1,""
0.25,864,710002864,910004864,strict,0.655197130166862,0.0419460357105876,1,1,1,""
0.25,865,710002865,810004865,naive,0.539419317678417,0.0319787115669528,0,0,1,""
0.25,865,710002865,910004865,strict,0.539419317678417,0.0334505566111069,0,0,1,""
0.25,866,710002866,810004866,naive,0.629259308358839,0.027858046073414,1,1,1,""
0.25,866,710002866,910004866,strict,0.629259308358839,0.031703941860208,1,1,1,""
0.25,867,710002867,810004867,naive,0.639372697559395,0.0417865534181999,1,1,1,""
0.25,867,710002867,910004867,strict,0.639372697559395,0.0378736099898354,1,1,1,""
0.25,868,710002868,810004868,naive,0.585820760518079,0.0338701014116414,1,1,1,""
0.25,868,710002868,910004868,strict,0.585820760518079,0.0362804837795491,1,1,1,""
0.25,869,710002869,810004869,naive,0.611902477601704,0.0330752759697164,1,1,1,""
0.25,869,710002869,910004869,strict,0.611902477601704,0.0328932043019478,1,1,1,""
0.25,870,710002870,810004870,naive,0.583081366613325,0.0387277936481384,1,1,1,""
0.25,870,710002870,910004870,strict,0.583081366613325,0.0387924340524767,1,1,1,""
0.25,871,710002871,810004871,naive,0.635707029754844,0.0340537834749407,1,1,1,""
0.25,871,710002871,910004871,strict,0.635707029754844,0.0355682144860496,1,1,1,""
0.25,872,710002872,810004872,naive,0.605281374580025,0.034736546519142,1,1,1,""
0.25,872,710002872,910004872,strict,0.605281374580025,0.0359720420315359,1,1,1,""
0.25,873,710002873,810004873,naive,0.610831342060292,0.0300382344608329,1,1,1,""
0.25,873,710002873,910004873,strict,0.610831342060292,0.0358336110096546,1,1,1,""
0.25,874,710002874,810004874,naive,0.593126133959527,0.0377050131056896,1,1,1,""
0.25,874,710002874,910004874,strict,0.593126133959527,0.0327347268002214,1,1,1,""
0.25,875,710002875,810004875,naive,0.632091596929563,0.0334992064597103,1,1,1,""
0.25,875,710002875,910004875,strict,0.632091596929563,0.0339652623663038,1,1,1,""
0.25,876,710002876,810004876,naive,0.574461049279543,0.0309229887909396,1,1,1,""
0.25,876,710002876,910004876,strict,0.574461049279543,0.0373938237171454,1,1,1,""
0.25,877,710002877,810004877,naive,0.669429176975298,0.0318651750337568,1,1,1,""
0.25,877,710002877,910004877,strict,0.669429176975298,0.0347846883940154,1,1,1,""
0.25,878,710002878,810004878,naive,0.651297186933408,0.0334238002928639,1,1,1,""
0.25,878,710002878,910004878,strict,0.651297186933408,0.0322320920344168,1,1,1,""
0.25,879,710002879,810004879,naive,0.651785422505861,0.0311665054340567,1,1,1,""
0.25,879,710002879,910004879,strict,0.651785422505861,0.0332323985081728,1,1,1,""
0.25,880,710002880,810004880,naive,0.623425890350385,0.0344860277193603,1,1,1,""
0.25,880,710002880,910004880,strict,0.623425890350385,0.0312001235832739,1,1,1,""
0.25,881,710002881,810004881,naive,0.649278782984431,0.0434388687178377,1,1,1,""
0.25,881,710002881,910004881,strict,0.649278782984431,0.0351433080730896,1,1,1,""
0.25,882,710002882,810004882,naive,0.625926269338532,0.0348318073487694,1,1,1,""
0.25,882,710002882,910004882,strict,0.625926269338532,0.032694996039444,1,1,1,""
0.25,883,710002883,810004883,naive,0.595133745838887,0.0304263429033276,1,1,1,""
0.25,883,710002883,910004883,strict,0.595133745838887,0.0309336431740402,1,1,1,""
0.25,884,710002884,810004884,naive,0.636791905144467,0.0376757487903189,1,1,1,""
0.25,884,710002884,910004884,strict,0.636791905144467,0.0360750503903079,1,1,1,""
0.25,885,710002885,810004885,naive,0.561337586851782,0.0365492523010398,1,0,1,""
0.25,885,710002885,910004885,strict,0.561337586851782,0.0354480770747549,1,0,1,""
0.25,886,710002886,810004886,naive,0.621665123987552,0.0363984626470249,1,1,1,""
