entry_sd,replicate,outer_seed,bootstrap_seed,method,estimate,estimated_se,covered,reject_half,converged,error
0.25,28,710002028,910004028,strict,0.566857054146422,0.0294647440077112,1,1,1,""
0.25,29,710002029,810004029,naive,0.586312419406048,0.0338987431752688,1,1,1,""
0.25,29,710002029,910004029,strict,0.586312419406048,0.0345517998979842,1,1,1,""
0.25,30,710002030,810004030,naive,0.632880112538862,0.0338497149903183,1,1,1,""
0.25,30,710002030,910004030,strict,0.632880112538862,0.0319569864890897,1,1,1,""
0.25,31,710002031,810004031,naive,0.625596579824123,0.0343279925778015,1,1,1,""
0.25,31,710002031,910004031,strict,0.625596579824123,0.034807248500213,1,1,1,""
0.25,32,710002032,810004032,naive,0.61036145539856,0.0348536327102997,1,1,1,""
0.25,32,710002032,910004032,strict,0.61036145539856,0.0321246952648903,1,1,1,""
0.25,33,710002033,810004033,naive,0.607272570497194,0.0310130857144522,1,1,1,""
0.25,33,710002033,910004033,strict,0.607272570497194,0.0371058512993583,1,1,1,""
0.25,34,710002034,810004034,naive,0.608854217694864,0.0353948810263623,1,1,1,""
0.25,34,710002034,910004034,strict,0.608854217694864,0.0366987089939718,1,1,1,""
0.25,35,710002035,810004035,naive,0.609927620094583,0.0359426494586625,1,1,1,""
0.25,35,710002035,910004035,strict,0.609927620094583,0.0403914815716067,1,1,1,""
0.25,36,710002036,810004036,naive,0.651393340433564,0.0307250260498243,1,1,1,""
0.25,36,710002036,910004036,strict,0.651393340433564,0.0277528308073517,1,1,1,""
0.25,37,710002037,810004037,naive,0.624366720576875,0.0280958923689944,1,1,1,""
0.25,37,710002037,910004037,strict,0.624366720576875,0.0287529541531645,1,1,1,""
0.25,38,710002038,810004038,naive,0.631605504238178,0.0347640677946979,1,1,1,""
0.25,38,710002038,910004038,strict,0.631605504238178,0.0371692033602033,1,1,1,""
0.25,39,710002039,810004039,naive,0.603715424789079,0.0432544691290748,1,1,1,""
0.25,39,710002039,910004039,strict,0.603715424789079,0.0391887740204377,1,1,1,""
