cell_id,method,successful_replicates,bias,empirical_se,mean_estimated_se,se_ratio,coverage,coverage_mcse,power,power_mcse,mean_rows,mean_events,mean_subjects,mean_observed_entry_sd,mean_observed_censoring,landmark_interval,censoring_target,entry_sd,n,study_end,censor_rate,failed_replicates
10,naive,1000,0.00777053374782608,0.184299340086386,0.181715511139566,0.985980259367131,0.943,0.00733150734842434,0.615,0.0153874949228261,1053.168,80.858,387.491,0.250176595032439,0.49901,2,0.5,0.25,500,64,0.040899845313492,0
10,strict,1000,0.00777053374782608,0.184299340086386,0.181715511139566,0.985980259367131,0.943,0.00733150734842434,0.615,0.0153874949228261,1053.168,80.858,387.491,0.250176595032439,0.49901,2,0.5,0.25,500,64,0.040899845313492,0
11,delayed,1000,0.00816972744710727,0.168915603422243,0.161386840819965,0.955428850563567,0.946,0.00714730718522718,0.721,0.0141830532678969,1014.821,80.471,400.282,0.24983282311765,0.498758,4,0.5,0.25,500,68,0.0347418598300612,0
11,naive,1000,0.00816972744710727,0.168915603422243,0.161386840819965,0.955428850563567,0.946,0.00714730718522718,0.721,0.0141830532678969,1014.821,80.471,400.282,0.24983282311765,0.498758,4,0.5,0.25,500,68,0.0347418598300612,0
11,strict,1000,0.00816972744710727,0.168915603422243,0.161386840819965,0.955428850563567,0.946,0.00714730718522718,0.721,0.0141830532678969,1014.821,80.471,400.282,0.24983282311765,0.498758,4,0.5,0.25,500,68,0.0347418598300612,0
12,delayed,1000,0.00575977019819775,0.145848013814214,0.145032214029247,0.994406507407044,0.956,0.00648567652600714,0.798,0.0126962986732354,985.303,79.241,409.468,0.250108636677555,0.496352,6,0.5,0.25,500,72,0.030013776471362,0
12,naive,1000,0.00575977019819775,0.145848013814214,0.145032214029247,0.994406507407044,0.956,0.00648567652600714,0.798,0.0126962986732354,985.303,79.241,409.468,0.250108636677555,0.496352,6,0.5,0.25,500,72,0.030013776471362,0
12,strict,1000,0.00575977019819775,0.145848013814214,0.145032214029247,0.994406507407044,0.956,0.00648567652600714,0.798,0.0126962986732354,985.303,79.241,409.468,0.250108636677555,0.496352,6,0.5,0.25,500,72,0.030013776471362,0
13,delayed,1000,0.00219368836670515,0.117239169864742,0.117959215216527,1.00614167903625,0.949,0.00695693898205238,0.924,0.00837997613361756,2099.144,196.171,713.719,0.249734240026407,0,2,0,0.25,750,64,0,0
13,naive,1000,0.00219368836670515,0.117239169864742,0.117959215216527,1.00614167903625,0.949,0.00695693898205238,0.924,0.00837997613361756,2099.144,196.171,713.719,0.249734240026407,0,2,0,0.25,750,64,0,0
13,strict,1000,0.00219368836670515,0.117239169864742,0.117959215216527,1.00614167903625,0.949,0.00695693898205238,0.924,0.00837997613361756,2099.144,196.171,713.719,0.249734240026407,0,2,0,0.25,750,64,0,0
14,delayed,1000,0.00323965467813573,0.107625124660543,0.105097944628629,0.976518679630935,0.943,0.00733150734842434,0.97,0.00539444158370447,2058.795,192.347,713.472,0.249968829606165,0,4,0,0.25,750,68,0,0
14,naive,1000,0.00323965467813573,0.107625124660543,0.105097944628629,0.976518679630935,0.943,0.00733150734842434,0.97,0.00539444158370447,2058.795,192.347,713.472,0.249968829606165,0,4,0,0.25,750,68,0,0
14,strict,1000,0.00323965467813573,0.107625124660543,0.105097944628629,0.976518679630935,0.943,0.00733150734842434,0.97,0.00539444158370447,2058.795,192.347,713.472,0.249968829606165,0,4,0,0.25,750,68,0,0
15,delayed,1000,-0.000397910739263148,0.0969377768584487,0.094987329164143,0.979879384925922,0.949,0.00695693898205238,0.985,0.00384382621875652,2019.698,187.972,713.436,0.250065489066968,0,6,0,0.25,750,72,0,0
15,naive,1000,-0.000397910739263148,0.0969377768584487,0.094987329164143,0.979879384925922,0.949,0.00695693898205238,0.985,0.00384382621875652,2019.698,187.972,713.436,0.250065489066968,0,6,0,0.25,750,72,0,0
15,strict,1000,-0.000397910739263148,0.0969377768584487,0.094987329164143,0.979879384925922,0.949,0.00695693898205238,0.985,0.00384382621875652,2019.698,187.972,713.436,0.250065489066968,0,6,0,0.25,750,72,0,0
16,delayed,1000,0.00203355914984566,0.129933718713318,0.124583408753486,0.958822775082455,0.937,0.00768316341099159,0.89,0.00989444288477123,1966.778,175.054,681.003,0.250123511581716,0.148781333333333,2,0.15,0.25,750,64,0.00935455505368637,0
16,naive,1000,0.00203355914984566,0.129933718713318,0.124583408753486,0.958822775082455,0.937,0.00768316341099159,0.89,0.00989444288477123,1966.778,175.054,681.003,0.250123511581716,0.148781333333333,2,0.15,0.25,750,64,0.00935455505368637,0
16,strict,1000,0.00203355914984566,0.129933718713318,0.124583408753486,0.958822775082455,0.937,0.00768316341099159,0.89,0.00989444288477123,1966.778,175.054,681.003,0.250123511581716,0.148781333333333,2,0.15,0.25,750,64,0.00935455505368637,0
17,delayed,1000,0.00407925369277762,0.112874425723901,0.111146175556035,0.984688735674335,0.946,0.00714730718522718,0.954,0.00662449998113065,1919.083,172.767,685.82,0.250115286856344,0.149784,4,0.15,0.25,750,68,0.00794420961865639,0
17,naive,1000,0.00407925369277762,0.112874425723901,0.111146175556035,0.984688735674335,0.946,0.00714730718522718,0.954,0.00662449998113065,1919.083,172.767,685.82,0.250115286856344,0.149784,4,0.15,0.25,750,68,0.00794420961865639,0
17,strict,1000,0.00407925369277762,0.112874425723901,0.111146175556035,0.984688735674335,0.946,0.00714730718522718,0.954,0.00662449998113065,1919.083,172.767,685.82,0.250115286856344,0.149784,4,0.15,0.25,750,68,0.00794420961865639,0
18,delayed,1000,0.00138009729608052,0.0997809859680237,0.0997741382251733,0.999931372267131,0.956,0.00648567652600714,0.984,0.00396787096564392,1876.778,169.721,689.407,0.249901406703948,0.148692,6,0.15,0.25,750,72,0.00685367368634159,0
