landmark_index,landmark,naive_rows,strict_rows,preentry_rows,preentry_fraction,naive_minus_strict_mean_x,preentry_vs_strict_p,riskset_shift_detected,diagnostic_cell_id,phase,regime,replicate,seed,gamma,theta,delta,entry_sd,entry_x_correlation,entry_x_p,entry_x_detected,entry_u_correlation_oracle,structural_difference_detected,any_riskset_shift_detected,combined_observed_diagnostic
2,54,587,435,152,0.258943781942078,-0.168733924820526,1.4750430443634e-14,1,3,focused,B,244,1200006244,-4,0,0,10,-0.396446616957585,1.23133912134834e-29,1,,1,1,1
3,58,529,450,79,0.149338374291115,-0.0989233991213307,5.61076064401272e-09,1,3,focused,B,244,1200006244,-4,0,0,10,-0.396446616957585,1.23133912134834e-29,1,,1,1,1
1,50,629,411,218,0.346581875993641,-0.199843852773072,4.80573050305819e-13,1,3,focused,B,245,1200006245,-4,0,0,10,-0.328687213215189,2.36284631807874e-20,1,,1,1,1
2,54,571,450,121,0.211908931698774,-0.127320773450623,9.9868807632875e-09,1,3,focused,B,245,1200006245,-4,0,0,10,-0.328687213215189,2.36284631807874e-20,1,,1,1,1
3,58,506,446,60,0.118577075098814,-0.0456276948043541,0.0108206377648929,1,3,focused,B,245,1200006245,-4,0,0,10,-0.328687213215189,2.36284631807874e-20,1,,1,1,1
1,50,611,388,223,0.364975450081833,-0.211393045809971,5.75737409792856e-13,1,3,focused,B,246,1200006246,-4,0,0,10,-0.369419685605795,1.15165617175078e-25,1,,1,1,1
2,54,564,427,137,0.24290780141844,-0.121152965582617,9.3704609839846e-08,1,3,focused,B,246,1200006246,-4,0,0,10,-0.369419685605795,1.15165617175078e-25,1,,1,1,1
3,58,508,435,73,0.143700787401575,-0.0770939076577948,3.60276824719839e-05,1,3,focused,B,246,1200006246,-4,0,0,10,-0.369419685605795,1.15165617175078e-25,1,,1,1,1
1,50,641,408,233,0.363494539781591,-0.184434685854545,3.07842348284859e-11,1,3,focused,B,247,1200006247,-4,0,0,10,-0.387088822376463,3.21725910549759e-28,1,,1,1,1
2,54,580,440,140,0.241379310344828,-0.140079520505898,9.79645201670703e-11,1,3,focused,B,247,1200006247,-4,0,0,10,-0.387088822376463,3.21725910549759e-28,1,,1,1,1
3,58,537,471,66,0.122905027932961,-0.0502905792481957,0.00044850450541461,1,3,focused,B,247,1200006247,-4,0,0,10,-0.387088822376463,3.21725910549759e-28,1,,1,1,1
1,50,625,378,247,0.3952,-0.200524086184342,2.1888091140616e-11,1,3,focused,B,248,1200006248,-4,0,0,10,-0.384115168704061,8.87826884289194e-28,1,,1,1,1
2,54,579,426,153,0.264248704663212,-0.102511682151281,2.05549458991198e-05,1,3,focused,B,248,1200006248,-4,0,0,10,-0.384115168704061,8.87826884289194e-28,1,,1,1,1
3,58,527,456,71,0.13472485768501,-0.0571168859875584,0.000885422337154519,1,3,focused,B,248,1200006248,-4,0,0,10,-0.384115168704061,8.87826884289194e-28,1,,1,1,1
1,50,611,370,241,0.39443535188216,-0.195253886056403,3.75013921581949e-10,1,3,focused,B,249,1200006249,-4,0,0,10,-0.341591866472708,5.94694703344487e-22,1,,1,1,1
2,54,563,400,163,0.289520426287744,-0.12672070747394,7.31269209045454e-07,1,3,focused,B,249,1200006249,-4,0,0,10,-0.341591866472708,5.94694703344487e-22,1,,1,1,1
3,58,515,441,74,0.14368932038835,-0.0371457656391147,0.0368971072301084,0,3,focused,B,249,1200006249,-4,0,0,10,-0.341591866472708,5.94694703344487e-22,1,,1,1,1
1,50,630,395,235,0.373015873015873,-0.176938498079207,3.70932193799058e-09,1,3,focused,B,250,1200006250,-4,0,0,10,-0.362212582331091,1.14424514026454e-24,1,,1,1,1
2,54,579,440,139,0.24006908462867,-0.106871263401448,5.24005007153185e-06,1,3,focused,B,250,1200006250,-4,0,0,10,-0.362212582331091,1.14424514026454e-24,1,,1,1,1
3,58,517,455,62,0.119922630560928,-0.0647850121799707,0.000145212997572753,1,3,focused,B,250,1200006250,-4,0,0,10,-0.362212582331091,1.14424514026454e-24,1,,1,1,1
1,50,613,371,242,0.394779771615008,-0.204570701670473,3.28129736291107e-12,1,3,focused,B,251,1200006251,-4,0,0,10,-0.374786460151938,2.00530472713676e-26,1,,1,1,1
2,54,567,416,151,0.2663139329806,-0.127411942326608,3.20791916581763e-08,1,3,focused,B,251,1200006251,-4,0,0,10,-0.374786460151938,2.00530472713676e-26,1,,1,1,1
3,58,516,443,73,0.141472868217054,-0.0739881378340943,8.68742271980746e-06,1,3,focused,B,251,1200006251,-4,0,0,10,-0.374786460151938,2.00530472713676e-26,1,,1,1,1
1,50,621,386,235,0.378421900161031,-0.179056178300655,9.15970355806799e-10,1,3,focused,B,252,1200006252,-4,0,0,10,-0.37658371439996,1.10854788435163e-26,1,,1,1,1
2,54,575,438,137,0.238260869565217,-0.145597740273188,3.97664497226118e-10,1,3,focused,B,252,1200006252,-4,0,0,10,-0.37658371439996,1.10854788435163e-26,1,,1,1,1
3,58,524,448,76,0.145038167938931,-0.0773685101615451,4.83979907965735e-05,1,3,focused,B,252,1200006252,-4,0,0,10,-0.37658371439996,1.10854788435163e-26,1,,1,1,1
1,50,608,382,226,0.371710526315789,-0.188576581653069,3.63542329914893e-10,1,3,focused,B,253,1200006253,-4,0,0,10,-0.345946472455398,1.64983112531091e-22,1,,1,1,1
2,54,548,410,138,0.251824817518248,-0.150608056857449,7.733156604797e-10,1,3,focused,B,253,1200006253,-4,0,0,10,-0.345946472455398,1.64983112531091e-22,1,,1,1,1
3,58,507,428,79,0.155818540433925,-0.101657184882344,7.27102341615037e-08,1,3,focused,B,253,1200006253,-4,0,0,10,-0.345946472455398,1.64983112531091e-22,1,,1,1,1
1,50,615,387,228,0.370731707317073,-0.244595297764017,4.89042610462527e-16,1,3,focused,B,254,1200006254,-4,0,0,10,-0.387173317108743,3.12531284255925e-28,1,,1,1,1
2,54,568,425,143,0.251760563380282,-0.184856029601042,5.75162872296974e-15,1,3,focused,B,254,1200006254,-4,0,0,10,-0.387173317108743,3.12531284255925e-28,1,,1,1,1
3,58,520,445,75,0.144230769230769,-0.10304136517206,9.72834560445693e-10,1,3,focused,B,254,1200006254,-4,0,0,10,-0.387173317108743,3.12531284255925e-28,1,,1,1,1
1,50,640,390,250,0.390625,-0.182306883325365,3.05201571869624e-10,1,3,focused,B,255,1200006255,-4,0,0,10,-0.363638757661309,7.29788291204865e-25,1,,1,1,1
2,54,598,441,157,0.262541806020067,-0.101616400513027,5.27025391979977e-06,1,3,focused,B,255,1200006255,-4,0,0,10,-0.363638757661309,7.29788291204865e-25,1,,1,1,1
3,58,548,471,77,0.14051094890511,-0.0672312070107106,6.26443960912988e-05,1,3,focused,B,255,1200006255,-4,0,0,10,-0.363638757661309,7.29788291204865e-25,1,,1,1,1
1,50,614,398,216,0.351791530944625,-0.231758199672916,8.67375549707894e-16,1,3,focused,B,256,1200006256,-4,0,0,10,-0.37356106979727,2.9975944449581e-26,1,,1,1,1
2,54,553,424,129,0.233273056057866,-0.135571642234289,5.77353487462484e-09,1,3,focused,B,256,1200006256,-4,0,0,10,-0.37356106979727,2.9975944449581e-26,1,,1,1,1
3,58,495,420,75,0.151515151515152,-0.0897641721093284,1.47801474105579e-07,1,3,focused,B,256,1200006256,-4,0,0,10,-0.37356106979727,2.9975944449581e-26,1,,1,1,1
1,50,611,346,265,0.433715220949264,-0.22738402791292,1.13536481578962e-12,1,3,focused,B,257,1200006257,-4,0,0,10,-0.422994642038465,6.53393426216922e-34,1,,1,1,1
2,54,567,417,150,0.264550264550265,-0.157730898055591,1.38041410695051e-11,1,3,focused,B,257,1200006257,-4,0,0,10,-0.422994642038465,6.53393426216922e-34,1,,1,1,1
3,58,510,441,69,0.135294117647059,-0.0898129172871295,2.84046736937026e-07,1,3,focused,B,257,1200006257,-4,0,0,10,-0.422994642038465,6.53393426216922e-34,1,,1,1,1
1,50,623,376,247,0.396468699839486,-0.195898366077353,2.21316463644853e-10,1,3,focused,B,258,1200006258,-4,0,0,10,-0.33511694101018,3.85598811988905e-21,1,,1,1,1
2,54,584,433,151,0.258561643835616,-0.11060062241222,1.88036108271573e-06,1,3,focused,B,258,1200006258,-4,0,0,10,-0.33511694101018,3.85598811988905e-21,1,,1,1,1
3,58,535,455,80,0.149532710280374,-0.0782839650706649,6.2911645738385e-06,1,3,focused,B,258,1200006258,-4,0,0,10,-0.33511694101018,3.85598811988905e-21,1,,1,1,1
1,50,625,389,236,0.3776,-0.218391527486527,3.72014590422416e-14,1,3,focused,B,259,1200006259,-4,0,0,10,-0.362837479919045,9.39847464944912e-25,1,,1,1,1
2,54,583,428,155,0.265866209262436,-0.156561315519549,1.01761431350183e-12,1,3,focused,B,259,1200006259,-4,0,0,10,-0.362837479919045,9.39847464944912e-25,1,,1,1,1
3,58,528,446,82,0.15530303030303,-0.0998631508073615,7.28137339745411e-09,1,3,focused,B,259,1200006259,-4,0,0,10,-0.362837479919045,9.39847464944912e-25,1,,1,1,1
1,50,627,397,230,0.366826156299841,-0.173596637139292,5.15156478494933e-10,1,3,focused,B,260,1200006260,-4,0,0,10,-0.354921222965239,1.10104738371373e-23,1,,1,1,1
2,54,575,432,143,0.248695652173913,-0.106733381081063,4.90187452029491e-07,1,3,focused,B,260,1200006260,-4,0,0,10,-0.354921222965239,1.10104738371373e-23,1,,1,1,1
3,58,520,451,69,0.132692307692308,-0.0860218334440635,3.4537999354671e-08,1,3,focused,B,260,1200006260,-4,0,0,10,-0.354921222965239,1.10104738371373e-23,1,,1,1,1
1,50,632,407,225,0.356012658227848,-0.169844638097043,3.90738824528756e-09,1,3,focused,B,261,1200006261,-4,0,0,10,-0.348936816594826,6.75975537473454e-23,1,,1,1,1
2,54,576,430,146,0.253472222222222,-0.134657745991236,3.79656073085343e-08,1,3,focused,B,261,1200006261,-4,0,0,10,-0.348936816594826,6.75975537473454e-23,1,,1,1,1
3,58,518,442,76,0.146718146718147,-0.0816640646439452,6.22158247486139e-06,1,3,focused,B,261,1200006261,-4,0,0,10,-0.348936816594826,6.75975537473454e-23,1,,1,1,1
1,50,622,402,220,0.353697749196142,-0.195601068258004,1.8582295654808e-12,1,3,focused,B,262,1200006262,-4,0,0,10,-0.356460481303276,6.86035845829818e-24,1,,1,1,1
2,54,565,422,143,0.253097345132743,-0.109845372152451,2.06843236168621e-06,1,3,focused,B,262,1200006262,-4,0,0,10,-0.356460481303276,6.86035845829818e-24,1,,1,1,1
3,58,512,445,67,0.130859375,-0.0521661088228055,0.00102325531961559,1,3,focused,B,262,1200006262,-4,0,0,10,-0.356460481303276,6.86035845829818e-24,1,,1,1,1
1,50,632,394,238,0.376582278481013,-0.183366215907491,2.1114323276345e-10,1,3,focused,B,263,1200006263,-4,0,0,10,-0.337415947102725,1.99562339699907e-21,1,,1,1,1
2,54,580,438,142,0.244827586206897,-0.116659102208941,2.15544989012547e-07,1,3,focused,B,263,1200006263,-4,0,0,10,-0.337415947102725,1.99562339699907e-21,1,,1,1,1
3,58,515,436,79,0.153398058252427,-0.0691929931834718,5.25064775183748e-05,1,3,focused,B,263,1200006263,-4,0,0,10,-0.337415947102725,1.99562339699907e-21,1,,1,1,1
1,50,632,402,230,0.363924050632911,-0.200307243721514,3.90846813760217e-12,1,3,focused,B,264,1200006264,-4,0,0,10,-0.400342281085236,3.06834059403507e-30,1,,1,1,1
2,54,578,438,140,0.242214532871972,-0.130632222974792,3.3202915730985e-09,1,3,focused,B,264,1200006264,-4,0,0,10,-0.400342281085236,3.06834059403507e-30,1,,1,1,1
3,58,532,457,75,0.140977443609023,-0.0868971134515815,2.62240673661107e-07,1,3,focused,B,264,1200006264,-4,0,0,10,-0.400342281085236,3.06834059403507e-30,1,,1,1,1
1,50,626,389,237,0.378594249201278,-0.19851318828828,2.41128245687942e-11,1,3,focused,B,265,1200006265,-4,0,0,10,-0.378595052353218,5.6852091114692e-27,1,,1,1,1
2,54,581,444,137,0.235800344234079,-0.139786264591356,5.726312662534e-10,1,3,focused,B,265,1200006265,-4,0,0,10,-0.378595052353218,5.6852091114692e-27,1,,1,1,1
3,58,534,462,72,0.134831460674157,-0.0734067831586971,2.66926731111157e-05,1,3,focused,B,265,1200006265,-4,0,0,10,-0.378595052353218,5.6852091114692e-27,1,,1,1,1
1,50,631,403,228,0.361331220285262,-0.150109093246931,8.02097365426124e-08,1,3,focused,B,266,1200006266,-4,0,0,10,-0.365265645336351,4.35692969132608e-25,1,,1,1,1
2,54,576,426,150,0.260416666666667,-0.12027975024961,1.81819313927639e-07,1,3,focused,B,266,1200006266,-4,0,0,10,-0.365265645336351,4.35692969132608e-25,1,,1,1,1
3,58,524,443,81,0.154580152671756,-0.0854277626110424,3.59172161175391e-07,1,3,focused,B,266,1200006266,-4,0,0,10,-0.365265645336351,4.35692969132608e-25,1,,1,1,1
1,50,626,395,231,0.369009584664537,-0.210079657185591,6.0924757810483e-13,1,3,focused,B,267,1200006267,-4,0,0,10,-0.37801336567969,6.89964387673756e-27,1,,1,1,1
2,54,579,447,132,0.227979274611399,-0.133198744798206,1.97083029153593e-10,1,3,focused,B,267,1200006267,-4,0,0,10,-0.37801336567969,6.89964387673756e-27,1,,1,1,1
3,58,526,455,71,0.134980988593156,-0.0874753756145052,2.52813233075144e-08,1,3,focused,B,267,1200006267,-4,0,0,10,-0.37801336567969,6.89964387673756e-27,1,,1,1,1
1,50,619,393,226,0.365105008077544,-0.185025382533347,9.0555018110966e-11,1,3,focused,B,268,1200006268,-4,0,0,10,-0.345631549663716,1.81136626427117e-22,1,,1,1,1
2,54,571,434,137,0.239929947460595,-0.12479473424538,2.87383874504117e-08,1,3,focused,B,268,1200006268,-4,0,0,10,-0.345631549663716,1.81136626427117e-22,1,,1,1,1
3,58,513,447,66,0.128654970760234,-0.0467812623735164,0.0032530949167148,1,3,focused,B,268,1200006268,-4,0,0,10,-0.345631549663716,1.81136626427117e-22,1,,1,1,1
1,50,630,403,227,0.36031746031746,-0.195986501816459,1.369372026842e-12,1,3,focused,B,269,1200006269,-4,0,0,10,-0.33226474250141,8.6633107984979e-21,1,,1,1,1
2,54,583,448,135,0.23156089193825,-0.141929292310035,1.62330696467615e-10,1,3,focused,B,269,1200006269,-4,0,0,10,-0.33226474250141,8.6633107984979e-21,1,,1,1,1
3,58,535,462,73,0.136448598130841,-0.0813767730729134,1.09845787737722e-06,1,3,focused,B,269,1200006269,-4,0,0,10,-0.33226474250141,8.6633107984979e-21,1,,1,1,1
1,50,618,390,228,0.368932038834951,-0.228340504390394,2.42002836369246e-14,1,3,focused,B,270,1200006270,-4,0,0,10,-0.394445913913134,2.49570913651158e-29,1,,1,1,1
2,54,571,420,151,0.264448336252189,-0.160042893798919,4.99901548928053e-11,1,3,focused,B,270,1200006270,-4,0,0,10,-0.394445913913134,2.49570913651158e-29,1,,1,1,1
3,58,525,441,84,0.16,-0.0990891969236474,2.22883498996624e-07,1,3,focused,B,270,1200006270,-4,0,0,10,-0.394445913913134,2.49570913651158e-29,1,,1,1,1
1,50,630,402,228,0.361904761904762,-0.182628960693557,7.53510036504268e-11,1,3,focused,B,271,1200006271,-4,0,0,10,-0.339469015805549,1.10301220504841e-21,1,,1,1,1
2,54,591,456,135,0.228426395939086,-0.116415702354735,1.57034843950842e-08,1,3,focused,B,271,1200006271,-4,0,0,10,-0.339469015805549,1.10301220504841e-21,1,,1,1,1
3,58,543,472,71,0.130755064456722,-0.0744193269130724,2.26760834503456e-07,1,3,focused,B,271,1200006271,-4,0,0,10,-0.339469015805549,1.10301220504841e-21,1,,1,1,1
1,50,611,396,215,0.351882160392799,-0.198992908879594,4.28402439031441e-12,1,3,focused,B,272,1200006272,-4,0,0,10,-0.352229949408618,2.50224934619947e-23,1,,1,1,1
2,54,555,416,139,0.25045045045045,-0.168051429589406,4.22603229802261e-12,1,3,focused,B,272,1200006272,-4,0,0,10,-0.352229949408618,2.50224934619947e-23,1,,1,1,1
3,58,496,432,64,0.129032258064516,-0.0955940475459343,5.37454301690075e-08,1,3,focused,B,272,1200006272,-4,0,0,10,-0.352229949408618,2.50224934619947e-23,1,,1,1,1
1,50,613,372,241,0.393148450244698,-0.273482910469789,2.5781641845915e-17,1,3,focused,B,273,1200006273,-4,0,0,10,-0.440295004208501,6.55093491887306e-37,1,,1,1,1
2,54,567,421,146,0.257495590828924,-0.188340721846755,8.29393982658162e-14,1,3,focused,B,273,1200006273,-4,0,0,10,-0.440295004208501,6.55093491887306e-37,1,,1,1,1
3,58,525,450,75,0.142857142857143,-0.122964070543544,2.42023563738921e-11,1,3,focused,B,273,1200006273,-4,0,0,10,-0.440295004208501,6.55093491887306e-37,1,,1,1,1
1,50,630,385,245,0.388888888888889,-0.219022224878375,1.54747819060608e-13,1,3,focused,B,274,1200006274,-4,0,0,10,-0.386208596117012,4.34961775857224e-28,1,,1,1,1
2,54,584,429,155,0.26541095890411,-0.146578022254679,1.89762232297261e-09,1,3,focused,B,274,1200006274,-4,0,0,10,-0.386208596117012,4.34961775857224e-28,1,,1,1,1
3,58,537,456,81,0.150837988826816,-0.10910422716365,1.00696230891791e-08,1,3,focused,B,274,1200006274,-4,0,0,10,-0.386208596117012,4.34961775857224e-28,1,,1,1,1
1,50,625,394,231,0.3696,-0.180357644508228,8.43388776751629e-11,1,3,focused,B,275,1200006275,-4,0,0,10,-0.353614621913405,1.64182152376114e-23,1,,1,1,1
2,54,579,439,140,0.241796200345423,-0.130449639362148,6.75313248804829e-10,1,3,focused,B,275,1200006275,-4,0,0,10,-0.353614621913405,1.64182152376114e-23,1,,1,1,1
3,58,528,446,82,0.15530303030303,-0.106211968761649,4.80864893455403e-10,1,3,focused,B,275,1200006275,-4,0,0,10,-0.353614621913405,1.64182152376114e-23,1,,1,1,1
1,50,629,393,236,0.375198728139905,-0.237624659306987,3.14705719355864e-15,1,3,focused,B,276,1200006276,-4,0,0,10,-0.373444135644768,3.11454422478425e-26,1,,1,1,1
2,54,583,438,145,0.248713550600343,-0.13587713885496,4.28737571031573e-09,1,3,focused,B,276,1200006276,-4,0,0,10,-0.373444135644768,3.11454422478425e-26,1,,1,1,1
3,58,531,464,67,0.126177024482109,-0.0754297640329394,8.1259944372855e-07,1,3,focused,B,276,1200006276,-4,0,0,10,-0.373444135644768,3.11454422478425e-26,1,,1,1,1
1,50,616,392,224,0.363636363636364,-0.174955624887208,1.47708515681966e-09,1,3,focused,B,277,1200006277,-4,0,0,10,-0.36402551239885,6.45741636718743e-25,1,,1,1,1
2,54,573,440,133,0.232111692844677,-0.104955360136231,3.24742325881388e-06,1,3,focused,B,277,1200006277,-4,0,0,10,-0.36402551239885,6.45741636718743e-25,1,,1,1,1
3,58,529,464,65,0.122873345935728,-0.065154154562589,0.00015469630469079,1,3,focused,B,277,1200006277,-4,0,0,10,-0.36402551239885,6.45741636718743e-25,1,,1,1,1
1,50,616,392,224,0.363636363636364,-0.152786006225594,8.82057951463678e-08,1,3,focused,B,278,1200006278,-4,0,0,10,-0.343354604978506,3.5476356451701e-22,1,,1,1,1
2,54,563,426,137,0.243339253996448,-0.130945620388518,1.3589290326892e-08,1,3,focused,B,278,1200006278,-4,0,0,10,-0.343354604978506,3.5476356451701e-22,1,,1,1,1
3,58,510,430,80,0.156862745098039,-0.0963402734497428,2.60905995520798e-07,1,3,focused,B,278,1200006278,-4,0,0,10,-0.343354604978506,3.5476356451701e-22,1,,1,1,1
1,50,615,376,239,0.388617886178862,-0.18530924768365,5.33846417474001e-10,1,3,focused,B,279,1200006279,-4,0,0,10,-0.342896321734707,4.05887712958823e-22,1,,1,1,1
2,54,562,426,136,0.241992882562278,-0.0955195662297062,7.20958776240332e-06,1,3,focused,B,279,1200006279,-4,0,0,10,-0.342896321734707,4.05887712958823e-22,1,,1,1,1
3,58,505,435,70,0.138613861386139,-0.0848776808602905,1.57920284727284e-08,1,3,focused,B,279,1200006279,-4,0,0,10,-0.342896321734707,4.05887712958823e-22,1,,1,1,1
1,50,617,372,245,0.39708265802269,-0.19636544547597,5.900700359566e-12,1,3,focused,B,280,1200006280,-4,0,0,10,-0.344701296917742,2.38543313174476e-22,1,,1,1,1
2,54,571,423,148,0.259194395796848,-0.125806561898489,5.46162554139681e-09,1,3,focused,B,280,1200006280,-4,0,0,10,-0.344701296917742,2.38543313174476e-22,1,,1,1,1
3,58,521,444,77,0.147792706333973,-0.0818140906941046,2.65828294929777e-06,1,3,focused,B,280,1200006280,-4,0,0,10,-0.344701296917742,2.38543313174476e-22,1,,1,1,1
1,50,621,393,228,0.367149758454106,-0.207160787828545,2.14821235437415e-13,1,3,focused,B,281,1200006281,-4,0,0,10,-0.409481525930452,1.09475580254616e-31,1,,1,1,1
2,54,568,435,133,0.234154929577465,-0.141168217941938,5.27353747192267e-10,1,3,focused,B,281,1200006281,-4,0,0,10,-0.409481525930452,1.09475580254616e-31,1,,1,1,1
3,58,519,452,67,0.129094412331407,-0.0855810310571372,3.12884227003395e-07,1,3,focused,B,281,1200006281,-4,0,0,10,-0.409481525930452,1.09475580254616e-31,1,,1,1,1
1,50,618,410,208,0.336569579288026,-0.137228332652285,1.81934738665696e-07,1,3,focused,B,282,1200006282,-4,0,0,10,-0.334959789078528,4.03275282445042e-21,1,,1,1,1
2,54,566,433,133,0.234982332155477,-0.0947836827657851,1.8303168158254e-05,1,3,focused,B,282,1200006282,-4,0,0,10,-0.334959789078528,4.03275282445042e-21,1,,1,1,1
3,58,509,448,61,0.119842829076621,-0.0579056597639795,0.000579595764669522,1,3,focused,B,282,1200006282,-4,0,0,10,-0.334959789078528,4.03275282445042e-21,1,,1,1,1
1,50,613,374,239,0.389885807504078,-0.21110061721771,7.21350402431801e-12,1,3,focused,B,283,1200006283,-4,0,0,10,-0.363165279387545,8.47523059766422e-25,1,,1,1,1
2,54,569,412,157,0.275922671353251,-0.142148997071125,2.15650097263413e-08,1,3,focused,B,283,1200006283,-4,0,0,10,-0.363165279387545,8.47523059766422e-25,1,,1,1,1
3,58,522,441,81,0.155172413793103,-0.0897079484968634,3.59171984645698e-07,1,3,focused,B,283,1200006283,-4,0,0,10,-0.363165279387545,8.47523059766422e-25,1,,1,1,1
1,50,635,404,231,0.363779527559055,-0.190312658121742,1.01419174658372e-10,1,3,focused,B,284,1200006284,-4,0,0,10,-0.352128140986843,2.58077564876211e-23,1,,1,1,1
2,54,591,435,156,0.263959390862944,-0.13917796659141,3.54035144670563e-09,1,3,focused,B,284,1200006284,-4,0,0,10,-0.352128140986843,2.58077564876211e-23,1,,1,1,1
3,58,546,460,86,0.157509157509158,-0.0855391886677377,2.5563551297418e-06,1,3,focused,B,284,1200006284,-4,0,0,10,-0.352128140986843,2.58077564876211e-23,1,,1,1,1
1,50,629,405,224,0.356120826709062,-0.196664563997061,3.12878476432083e-14,1,3,focused,B,285,1200006285,-4,0,0,10,-0.344092270818594,2.85512177100594e-22,1,,1,1,1
2,54,588,439,149,0.253401360544218,-0.145589944173075,4.03554158974037e-13,1,3,focused,B,285,1200006285,-4,0,0,10,-0.344092270818594,2.85512177100594e-22,1,,1,1,1
3,58,534,459,75,0.140449438202247,-0.0585095097442347,7.77040392755399e-06,1,3,focused,B,285,1200006285,-4,0,0,10,-0.344092270818594,2.85512177100594e-22,1,,1,1,1
1,50,621,415,206,0.331723027375201,-0.211777380246066,2.23800396572218e-14,1,3,focused,B,286,1200006286,-4,0,0,10,-0.379702903798679,3.92771764142487e-27,1,,1,1,1
2,54,567,447,120,0.211640211640212,-0.12647465264323,1.87114077251865e-09,1,3,focused,B,286,1200006286,-4,0,0,10,-0.379702903798679,3.92771764142487e-27,1,,1,1,1
3,58,514,445,69,0.134241245136187,-0.084719443510619,5.56433465160679e-06,1,3,focused,B,286,1200006286,-4,0,0,10,-0.379702903798679,3.92771764142487e-27,1,,1,1,1
1,50,613,380,233,0.380097879282219,-0.197606860311544,2.02772473655302e-11,1,3,focused,B,287,1200006287,-4,0,0,10,-0.364385444098928,5.76156887064561e-25,1,,1,1,1
2,54,556,404,152,0.273381294964029,-0.162630215932231,1.13239929714091e-10,1,3,focused,B,287,1200006287,-4,0,0,10,-0.364385444098928,5.76156887064561e-25,1,,1,1,1
3,58,505,424,81,0.16039603960396,-0.117642056016042,1.7326433562275e-11,1,3,focused,B,287,1200006287,-4,0,0,10,-0.364385444098928,5.76156887064561e-25,1,,1,1,1
1,50,616,397,219,0.355519480519481,-0.211147785720943,3.28508724621898e-13,1,3,focused,B,288,1200006288,-4,0,0,10,-0.37610416081462,1.2989732855269e-26,1,,1,1,1
2,54,564,434,130,0.230496453900709,-0.131110248120116,3.37367229656456e-09,1,3,focused,B,288,1200006288,-4,0,0,10,-0.37610416081462,1.2989732855269e-26,1,,1,1,1
3,58,508,428,80,0.15748031496063,-0.0970908893115474,1.27802321677032e-07,1,3,focused,B,288,1200006288,-4,0,0,10,-0.37610416081462,1.2989732855269e-26,1,,1,1,1
1,50,626,393,233,0.372204472843451,-0.19086221444406,7.04700863871384e-12,1,3,focused,B,289,1200006289,-4,0,0,10,-0.328797115205085,2.29157919943256e-20,1,,1,1,1
2,54,573,429,144,0.25130890052356,-0.103968696385404,1.43004711321729e-06,1,3,focused,B,289,1200006289,-4,0,0,10,-0.328797115205085,2.29157919943256e-20,1,,1,1,1
3,58,532,461,71,0.133458646616541,-0.0542589290755418,0.000687987568535274,1,3,focused,B,289,1200006289,-4,0,0,10,-0.328797115205085,2.29157919943256e-20,1,,1,1,1
1,50,611,400,211,0.345335515548282,-0.147382653004718,1.62392678237918e-08,1,3,focused,B,290,1200006290,-4,0,0,10,-0.345136700359518,2.0972828982904e-22,1,,1,1,1
2,54,568,441,127,0.223591549295775,-0.115631871664989,5.0156186679259e-09,1,3,focused,B,290,1200006290,-4,0,0,10,-0.345136700359518,2.0972828982904e-22,1,,1,1,1
3,58,525,462,63,0.12,-0.0799454245071851,1.76073374086649e-07,1,3,focused,B,290,1200006290,-4,0,0,10,-0.345136700359518,2.0972828982904e-22,1,,1,1,1
1,50,629,370,259,0.411764705882353,-0.226214975411436,3.55261838635289e-12,1,3,focused,B,291,1200006291,-4,0,0,10,-0.402575149358363,1.37207361847267e-30,1,,1,1,1
2,54,575,422,153,0.266086956521739,-0.141051804935125,6.85920318761216e-09,1,3,focused,B,291,1200006291,-4,0,0,10,-0.402575149358363,1.37207361847267e-30,1,,1,1,1
3,58,524,448,76,0.145038167938931,-0.097270056813047,2.59135146035759e-07,1,3,focused,B,291,1200006291,-4,0,0,10,-0.402575149358363,1.37207361847267e-30,1,,1,1,1
1,50,618,406,212,0.343042071197411,-0.12149406907546,3.52274569692741e-06,1,3,focused,B,292,1200006292,-4,0,0,10,-0.29350720182449,2.28628396824288e-16,1,,1,1,1
2,54,560,425,135,0.241071428571429,-0.108809600389442,1.26847643753912e-07,1,3,focused,B,292,1200006292,-4,0,0,10,-0.29350720182449,2.28628396824288e-16,1,,1,1,1
3,58,500,424,76,0.152,-0.066151338046227,0.000149963144105371,1,3,focused,B,292,1200006292,-4,0,0,10,-0.29350720182449,2.28628396824288e-16,1,,1,1,1
1,50,614,395,219,0.356677524429967,-0.238160061511756,9.96247730327273e-16,1,3,focused,B,293,1200006293,-4,0,0,10,-0.364628411215054,5.33431502035816e-25,1,,1,1,1
2,54,569,436,133,0.233743409490334,-0.161977023245162,3.25950498270703e-12,1,3,focused,B,293,1200006293,-4,0,0,10,-0.364628411215054,5.33431502035816e-25,1,,1,1,1
3,58,525,440,85,0.161904761904762,-0.103239786203176,1.67454887413251e-07,1,3,focused,B,293,1200006293,-4,0,0,10,-0.364628411215054,5.33431502035816e-25,1,,1,1,1
1,50,638,406,232,0.363636363636364,-0.188029780737432,3.4673626920098e-11,1,3,focused,B,294,1200006294,-4,0,0,10,-0.404656251076202,6.44475847153688e-31,1,,1,1,1
